Kind,Name,CountClassCoupled,CountLineCode,Cyclomatic,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test1",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test2",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test3",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test4",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test5",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test6",,7,2,,,2
Public Class,"org.apache.tools.ant.taskdefs.StreamPumper",0,41,,1,60,8
Public Constructor,"org.apache.tools.ant.taskdefs.StreamPumper.StreamPumper",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.StreamPumper.isFinished",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.StreamPumper.run",,21,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.StreamPumper.waitFor",,6,2,,,2
Public Class,"org.apache.tools.ant.taskdefs.TStampTest",6,57,,2,27,6
Public Constructor,"org.apache.tools.ant.taskdefs.TStampTest.TStampTest",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.TStampTest.setUp",,7,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TStampTest.testFormatPrefix",,10,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TStampTest.testPrefix",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TStampTest.testTimeZone",,13,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TStampTest.testWriteOrder",,13,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Tar",12,337,,4,87,45
Public Static Class,"org.apache.tools.ant.taskdefs.Tar.TarCompressionMethod",1,26,,2,33,5
Public Constructor,"org.apache.tools.ant.taskdefs.Tar.TarCompressionMethod.TarCompressionMethod",,4,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Tar.TarCompressionMethod.compress",,14,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarCompressionMethod.getValues",,3,1,,,1
Public Static Class,"org.apache.tools.ant.taskdefs.Tar.TarFileSet",3,63,,4,87,16
Public Constructor,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.TarFileSet",,3,1,,,1
Public Constructor,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.TarFileSet",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.getFiles",,12,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.getFullpath",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.getGroup",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.getMode",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.getPrefix",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.getPreserveLeadingSlashes",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.getUserName",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.setFullpath",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.setGroup",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.setMode",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.setPrefix",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.setPreserveLeadingSlashes",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarFileSet.setUserName",,3,1,,,1
Public Static Class,"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode",0,30,,2,83,7
Public Constructor,"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode.TarLongFileMode",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode.getValues",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode.isFailMode",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode.isGnuMode",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode.isOmitMode",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode.isTruncateMode",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode.isWarnMode",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Tar.archiveIsUpToDate",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Tar.archiveIsUpToDate",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.createTarFileSet",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.execute",,96,20,,,20
Public Method,"org.apache.tools.ant.taskdefs.Tar.setBasedir",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.setCompression",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.setDestFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.setLongfile",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.setLongfile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tar.setTarfile",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Tar.tarFile",,73,16,,,16
Public Class,"org.apache.tools.ant.taskdefs.TarTest",0,74,,3,0,20
Public Constructor,"org.apache.tools.ant.taskdefs.TarTest.TarTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TarTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TarTest.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test1",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test10",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test11",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test2",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test3",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test4",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test5",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test6",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test7",,13,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test8",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.TarTest.test9",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.TaskOutputStream",2,28,,2,22,5
Constructor,"org.apache.tools.ant.taskdefs.TaskOutputStream.TaskOutputStream",,8,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.TaskOutputStream.processLine",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskOutputStream.write",,10,3,,,3
Public Class,"org.apache.tools.ant.taskdefs.Taskdef",1,5,,4,0,1
Protected Method,"org.apache.tools.ant.taskdefs.Taskdef.addDefinition",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.TaskdefTest",1,45,,3,0,12
Public Constructor,"org.apache.tools.ant.taskdefs.TaskdefTest.TaskdefTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.test1",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.test2",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.test3",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.test4",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.test5",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.test5a",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.test6",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.test7",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.testGlobal",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TaskdefTest.testOverride",,10,1,,,1
Public Abstract Class,"org.apache.tools.ant.taskdefs.TaskdefsTest",0,5,,3,0,1
Public Constructor,"org.apache.tools.ant.taskdefs.TaskdefsTest.TaskdefsTest",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.TempFile",3,29,,3,60,7
Public Method,"org.apache.tools.ant.taskdefs.TempFile.execute",,11,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.TempFile.setDestDir",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TempFile.setPrefix",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TempFile.setProperty",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TempFile.setSuffix",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Test",0,6,,1,0,1
Public Method,"org.apache.tools.ant.taskdefs.Test.setValue",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.TestProcess",1,53,,1,50,9
Private Class,"org.apache.tools.ant.taskdefs.TestProcess.TestProcessShutdownHook",1,8,,2,0,1
Public Method,"org.apache.tools.ant.taskdefs.TestProcess.TestProcessShutdownHook.run",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TestProcess.getShutdownHook",,4,1,,,1
Public Static Method,"org.apache.tools.ant.taskdefs.TestProcess.main",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TestProcess.run",,13,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.TestProcess.shutdown",,16,4,,,4
Public Class,"org.apache.tools.ant.taskdefs.TimeProcess",0,9,,1,0,2
Public Static Method,"org.apache.tools.ant.taskdefs.TimeProcess.main",,7,2,,,2
Public Class,"org.apache.tools.ant.taskdefs.Touch",7,110,,3,62,25
Public Constructor,"org.apache.tools.ant.taskdefs.Touch.Touch",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Touch.addFileset",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Touch.execute",,35,6,,,6
Public Method,"org.apache.tools.ant.taskdefs.Touch.setDatetime",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Touch.setFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Touch.setMillis",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Touch.touch",,43,11,,,11
Protected Method,"org.apache.tools.ant.taskdefs.Touch.touch",,10,3,,,3
Public Class,"org.apache.tools.ant.taskdefs.Transform",0,1,,5,0,0
Public Class,"org.apache.tools.ant.taskdefs.Tstamp",3,163,,3,50,7
Public Class,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat",8,86,,1,76,19
Public Constructor,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.CustomFormat",,2,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.execute",,31,7,,,7
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.setLocale",,21,5,,,5
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.setOffset",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.setPattern",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.setProperty",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.setTimezone",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.setUnit",,7,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat.setUnit",,3,1,,,1
Public Static Class,"org.apache.tools.ant.taskdefs.Tstamp.Unit",0,40,,2,63,3
Public Constructor,"org.apache.tools.ant.taskdefs.Tstamp.Unit.Unit",,11,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.Unit.getCalendarField",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.Unit.getValues",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.createFormat",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.execute",,19,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.Tstamp.setPrefix",,6,2,,,2
Private Method,"org.apache.tools.ant.taskdefs.Tstamp.setProperty",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Typedef",1,5,,4,0,1
Protected Method,"org.apache.tools.ant.taskdefs.Typedef.addDefinition",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.TypedefTest",1,35,,3,0,8
Public Constructor,"org.apache.tools.ant.taskdefs.TypedefTest.TypedefTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TypedefTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TypedefTest.testClassNotFound",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TypedefTest.testEmpty",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TypedefTest.testGlobal",,7,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TypedefTest.testLocal",,7,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TypedefTest.testNoClassname",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.TypedefTest.testNoName",,3,1,,,1
Public Abstract Class,"org.apache.tools.ant.taskdefs.Unpack",1,61,,3,50,13
Private Method,"org.apache.tools.ant.taskdefs.Unpack.createDestFile",,12,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Unpack.execute",,9,1,,,1
Protected Abstract Method,"org.apache.tools.ant.taskdefs.Unpack.extract",,1,0,,,0
Protected Abstract Method,"org.apache.tools.ant.taskdefs.Unpack.getDefaultExtension",,1,0,,,0
Public Method,"org.apache.tools.ant.taskdefs.Unpack.setDest",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Unpack.setDest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Unpack.setSrc",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Unpack.setSrc",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Unpack.validate",,18,6,,,6
Public Class,"org.apache.tools.ant.taskdefs.Untar",6,64,,4,0,6
Public Static Class,"org.apache.tools.ant.taskdefs.Untar.UntarCompressionMethod",2,33,,2,33,7
Public Constructor,"org.apache.tools.ant.taskdefs.Untar.UntarCompressionMethod.UntarCompressionMethod",,4,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Untar.UntarCompressionMethod.decompress",,20,5,,,5
Public Method,"org.apache.tools.ant.taskdefs.Untar.UntarCompressionMethod.getValues",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Untar.expandFile",,25,5,,,5
Public Method,"org.apache.tools.ant.taskdefs.Untar.setCompression",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.UntarTest",1,51,,3,0,10
Public Constructor,"org.apache.tools.ant.taskdefs.UntarTest.UntarTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.testRealBzip2Test",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.testRealGzipTest",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.testRealTest",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.testSrcDirTest",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.testTestBzip2TarTask",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.testTestGzipTarTask",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UntarTest.testTestTarTask",,6,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.UnzipTest",1,32,,3,0,8
Public Constructor,"org.apache.tools.ant.taskdefs.UnzipTest.UnzipTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UnzipTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UnzipTest.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UnzipTest.test1",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UnzipTest.test2",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UnzipTest.test3",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UnzipTest.testRealTest",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UnzipTest.testTestZipTask",,6,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.UpToDate",5,66,,3,77,15
Public Method,"org.apache.tools.ant.taskdefs.UpToDate.addSrcfiles",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDate.createMapper",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.UpToDate.eval",,29,6,,,6
Private Method,"org.apache.tools.ant.taskdefs.UpToDate.getValue",,3,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.UpToDate.setProperty",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDate.setSrcfile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDate.setTargetFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDate.setValue",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.WaitFor",4,84,,3,66,12
Public Static Class,"org.apache.tools.ant.taskdefs.WaitFor.Unit",0,28,,2,62,3
Public Constructor,"org.apache.tools.ant.taskdefs.WaitFor.Unit.Unit",,8,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.Unit.getMultiplier",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.Unit.getValues",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.execute",,34,7,,,7
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setCheckEvery",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setCheckEveryUnit",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setMaxWait",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setMaxWaitUnit",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setTimeoutProperty",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.War",4,66,,6,72,13
Public Constructor,"org.apache.tools.ant.taskdefs.War.War",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.War.addClasses",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.War.addLib",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.War.addWebinf",,4,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.War.cleanUp",,4,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.War.initZipOutputStream",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.War.setWarfile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.War.setWebxml",,12,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.War.zipFile",,19,3,,,3
Public Class,"org.apache.tools.ant.taskdefs.WarTest",0,16,,3,75,4
Public Constructor,"org.apache.tools.ant.taskdefs.WarTest.WarTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WarTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WarTest.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.WarTest.testLibRefs",,3,1,,,1
Public Interface,"org.apache.tools.ant.taskdefs.XSLTLiaison",0,6,,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLiaison.addParam",,1,0,,,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLiaison.setStylesheet",,1,0,,,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLiaison.transform",,1,0,,,0
Public Interface,"org.apache.tools.ant.taskdefs.XSLTLogger",0,3,,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLogger.log",,1,0,,,0
Public Interface,"org.apache.tools.ant.taskdefs.XSLTLoggerAware",1,3,,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLoggerAware.setLogger",,1,0,,,0
Public Class,"org.apache.tools.ant.taskdefs.XSLTProcess",14,341,,4,91,65
Public Static Class,"org.apache.tools.ant.taskdefs.XSLTProcess.OutputProperty",0,16,,1,50,4
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.OutputProperty.getName",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.OutputProperty.getValue",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.OutputProperty.setName",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.OutputProperty.setValue",,3,1,,,1
Public Static Class,"org.apache.tools.ant.taskdefs.XSLTProcess.Param",1,22,,1,50,6
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.Param.getExpression",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.Param.getName",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.Param.setExpression",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.Param.setName",,3,1,,,1
Public Constructor,"org.apache.tools.ant.taskdefs.XSLTProcess.XSLTProcess",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.addConfiguredXMLCatalog",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.XSLTProcess.configureLiaison",,20,5,,,5
Protected Method,"org.apache.tools.ant.taskdefs.XSLTProcess.configureTraXLiaison",,11,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.createClasspath",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.createOutputProperty",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.createParam",,5,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.XSLTProcess.ensureDirectoryFor",,10,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.execute",,55,12,,,12
Protected Method,"org.apache.tools.ant.taskdefs.XSLTProcess.getLiaison",,28,7,,,7
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.init",,4,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.XSLTProcess.loadClass",,10,2,,,2
Private Method,"org.apache.tools.ant.taskdefs.XSLTProcess.process",,37,6,,,6
Private Method,"org.apache.tools.ant.taskdefs.XSLTProcess.process",,27,4,,,4
Private Method,"org.apache.tools.ant.taskdefs.XSLTProcess.resolveProcessor",,18,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setBasedir",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setClasspath",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setClasspathRef",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setDestdir",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setExtension",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setForce",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setIn",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setOut",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setProcessor",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setReloadStylesheet",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setScanIncludedDirectories",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XSLTProcess.setStyle",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.XmlProperty",2,103,,3,79,27
Public Constructor,"org.apache.tools.ant.taskdefs.XmlProperty.XmlProperty",,3,1,,,1
Method,"org.apache.tools.ant.taskdefs.XmlProperty.addNodeRecursively",,33,11,,,11
Public Method,"org.apache.tools.ant.taskdefs.XmlProperty.execute",,41,9,,,9
Public Method,"org.apache.tools.ant.taskdefs.XmlProperty.init",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XmlProperty.setCollapseAttributes",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XmlProperty.setFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XmlProperty.setKeeproot",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XmlProperty.setPrefix",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XmlProperty.setValidate",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.XmlPropertyTest",1,15,,3,0,3
Public Constructor,"org.apache.tools.ant.taskdefs.XmlPropertyTest.XmlPropertyTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XmlPropertyTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.XmlPropertyTest.testProperties",,7,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Zip",18,566,,4,91,113
Public Static Class,"org.apache.tools.ant.taskdefs.Zip.WhenEmpty",0,5,,2,0,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.WhenEmpty.getValues",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.addFileset",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Zip.addParentDirs",,26,6,,,6
Protected Method,"org.apache.tools.ant.taskdefs.Zip.addResources",,73,14,,,14
Public Method,"org.apache.tools.ant.taskdefs.Zip.addZipGroupFileset",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.addZipfileset",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Zip.cleanUp",,11,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Zip.createEmptyZip",,26,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.Zip.execute",,132,27,,,27
Constructor,"org.apache.tools.ant.taskdefs.Zip.filesetsFromGroupfilesets.removeAllElements",,1,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Zip.finalizeZipOutputStream",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.getDestFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.getEncoding",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Zip.getResourcesToAdd",,88,19,,,19
Private Method,"org.apache.tools.ant.taskdefs.Zip.getZipScanner",,7,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.Zip.grabResources",,19,4,,,4
Protected Method,"org.apache.tools.ant.taskdefs.Zip.initZipOutputStream",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Zip.isAddingNewFiles",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.isCompress",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.isInUpdateMode",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.setBasedir",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.setCompress",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.setDestFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.setDuplicate",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.setEncoding",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Zip.setFile",,3,1,,,1
