Kind,Name,CountClassCoupled,CountLineCode,Cyclomatic,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic
Public Method,"org.apache.tools.ant.taskdefs.AntTest.ReferenceChecker.taskFinished",,1,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.ReferenceChecker.taskStarted",,1,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.test1",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.test2",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.test3",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.test4",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.test5",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.test6",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.AntTest.testBaseDirs",,10,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testBasedirTripleCall",,9,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testDoNotInheritBasedir",,9,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testExplicitBasedir1",,8,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testExplicitBasedir2",,8,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testInheritBasedir",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testInputHandlerInheritance",,12,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testLogfilePlacement",,17,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testOverrideWinsInheritAll",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testOverrideWinsNoInheritAll",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testRefId",,15,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.AntTest.testReference",,11,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testReferenceInheritance",,14,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testReferenceNoInheritance",,16,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testReferenceRename",,11,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testUserPropertyWinsInheritAll",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AntTest.testUserPropertyWinsNoInheritAll",,5,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Antjar",6,52,,6,50,9
Public Constructor,"org.apache.tools.ant.taskdefs.Antjar.Antjar",,5,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Antjar.cleanUp",,4,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Antjar.initZipOutputStream",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Antjar.setAntxml",,12,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.Antjar.zipFile",,19,3,,,3
Public Class,"org.apache.tools.ant.taskdefs.Antlib",10,429,,3,90,49
Public Static Class,"org.apache.tools.ant.taskdefs.Antlib.Alias",0,10,,1,50,2
Public Method,"org.apache.tools.ant.taskdefs.Antlib.Alias.setAs",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.Alias.setName",,3,1,,,1
Private Class,"org.apache.tools.ant.taskdefs.Antlib.AntLibraryHandler",5,132,,2,61,30
Constructor,"org.apache.tools.ant.taskdefs.Antlib.AntLibraryHandler.AntLibraryHandler",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.AntLibraryHandler.endElement",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Antlib.AntLibraryHandler.loadClass",,31,7,,,7
Private Method,"org.apache.tools.ant.taskdefs.Antlib.AntLibraryHandler.parseAttributes",,27,6,,,6
Public Method,"org.apache.tools.ant.taskdefs.Antlib.AntLibraryHandler.setDocumentLocator",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.AntLibraryHandler.startElement",,55,14,,,14
Public Constructor,"org.apache.tools.ant.taskdefs.Antlib.Antlib",,6,1,,,1
Public Constructor,"org.apache.tools.ant.taskdefs.Antlib.Antlib",,4,1,,,1
Private Static Class,"org.apache.tools.ant.taskdefs.Antlib.DescriptorEnumeration",1,72,,1,55,15
Constructor,"org.apache.tools.ant.taskdefs.Antlib.DescriptorEnumeration.DescriptorEnumeration",,9,2,,,2
Private Method,"org.apache.tools.ant.taskdefs.Antlib.DescriptorEnumeration.findNextDescriptor",,12,3,,,3
Private Method,"org.apache.tools.ant.taskdefs.Antlib.DescriptorEnumeration.getDescriptorURL",,37,8,,,8
Public Method,"org.apache.tools.ant.taskdefs.Antlib.DescriptorEnumeration.hasMoreElements",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.DescriptorEnumeration.nextElement",,5,1,,,1
Public Static Class,"org.apache.tools.ant.taskdefs.Antlib.FailureAction",0,5,,2,0,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.FailureAction.getValues",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.createAlias",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.createClasspath",,6,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.Antlib.evaluateDescriptor",,48,10,,,10
Public Method,"org.apache.tools.ant.taskdefs.Antlib.execute",,13,3,,,3
Private Method,"org.apache.tools.ant.taskdefs.Antlib.getDescriptors",,7,2,,,2
Protected Method,"org.apache.tools.ant.taskdefs.Antlib.getOnerror",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Antlib.libraryFile",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Antlib.loadDefinitions",,3,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Antlib.loadDefinitions",,38,9,,,9
Private Method,"org.apache.tools.ant.taskdefs.Antlib.loadDefinitions",,4,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Antlib.makeClassLoader",,11,2,,,2
Private Method,"org.apache.tools.ant.taskdefs.Antlib.makeLoaderClasspath",,9,3,,,3
Private Method,"org.apache.tools.ant.taskdefs.Antlib.processAliases",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Antlib.setClasspath",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Antlib.setClasspathRef",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.setFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.setLibrary",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.setLoaderid",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.setOnerror",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Antlib.setOverride",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Available",9,279,,3,86,67
Public Static Class,"org.apache.tools.ant.taskdefs.Available.FileDir",0,12,,2,66,3
Public Method,"org.apache.tools.ant.taskdefs.Available.FileDir.getValues",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.FileDir.isDir",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.FileDir.isFile",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Available.checkClass",,38,8,,,8
Private Method,"org.apache.tools.ant.taskdefs.Available.checkFile",,61,17,,,17
Private Method,"org.apache.tools.ant.taskdefs.Available.checkFile",,19,7,,,7
Private Method,"org.apache.tools.ant.taskdefs.Available.checkResource",,13,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.Available.createClasspath",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Available.createFilepath",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Available.eval",,50,12,,,12
Public Method,"org.apache.tools.ant.taskdefs.Available.execute",,22,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.Available.setClassname",,5,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.Available.setClasspath",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setClasspathRef",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setFile",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setFilepath",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setIgnoresystemclasses",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setProperty",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setResource",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setType",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setType",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Available.setValue",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.AvailableTest",1,109,,3,0,28
Public Constructor,"org.apache.tools.ant.taskdefs.AvailableTest.AvailableTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test1",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test10",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test11",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test12",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test13",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test13b",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test15",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test16",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test17",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test18",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test19",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test2",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test20",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test21",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test22",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test23",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test24",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test3",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test4",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test5",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test6",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test7",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test8",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.test9",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.testSearchInPathIsThere",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.AvailableTest.testSearchInPathNotThere",,4,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.BUnzip2",2,60,,4,50,15
Protected Method,"org.apache.tools.ant.taskdefs.BUnzip2.extract",,54,14,,,14
Protected Method,"org.apache.tools.ant.taskdefs.BUnzip2.getDefaultExtension",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.BUnzip2Test",1,17,,3,0,4
Public Constructor,"org.apache.tools.ant.taskdefs.BUnzip2Test.BUnzip2Test",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BUnzip2Test.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BUnzip2Test.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BUnzip2Test.testRealTest",,6,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.BZip2",2,22,,4,0,4
Protected Method,"org.apache.tools.ant.taskdefs.BZip2.pack",,20,4,,,4
Public Class,"org.apache.tools.ant.taskdefs.BZip2Test",1,24,,3,0,5
Public Constructor,"org.apache.tools.ant.taskdefs.BZip2Test.BZip2Test",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BZip2Test.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BZip2Test.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BZip2Test.testDateCheck",,7,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BZip2Test.testRealTest",,6,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Basename",2,32,,3,50,8
Public Method,"org.apache.tools.ant.taskdefs.Basename.execute",,18,5,,,5
Public Method,"org.apache.tools.ant.taskdefs.Basename.setFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Basename.setProperty",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Basename.setSuffix",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.BasenameTest",1,47,,3,0,11
Public Constructor,"org.apache.tools.ant.taskdefs.BasenameTest.BasenameTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.test1",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.test2",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.test3",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.test4",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.test5",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.testMultipleDots",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.testNoDots",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.testValueEqualsSuffixWithDot",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.BasenameTest.testValueEqualsSuffixWithoutDot",,5,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.BuildNumber",3,91,,3,46,17
Public Method,"org.apache.tools.ant.taskdefs.BuildNumber.execute",,28,4,,,4
Private Method,"org.apache.tools.ant.taskdefs.BuildNumber.getBuildNumber",,12,2,,,2
Private Method,"org.apache.tools.ant.taskdefs.BuildNumber.loadProperties",,19,4,,,4
Public Method,"org.apache.tools.ant.taskdefs.BuildNumber.setFile",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.BuildNumber.validate",,23,6,,,6
Public Class,"org.apache.tools.ant.taskdefs.CVSPass",3,86,,3,66,16
Public Constructor,"org.apache.tools.ant.taskdefs.CVSPass.CVSPass",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CVSPass.execute",,41,10,,,10
Private Method,"org.apache.tools.ant.taskdefs.CVSPass.mangle",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CVSPass.setCvsroot",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CVSPass.setPassfile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CVSPass.setPassword",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.CVSPassTest",1,75,,3,72,13
Public Constructor,"org.apache.tools.ant.taskdefs.CVSPassTest.CVSPassTest",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.CVSPassTest.readFile",,16,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.CVSPassTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CVSPassTest.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CVSPassTest.testNoCVSRoot",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CVSPassTest.testNoPassword",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CVSPassTest.testPassFile",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CVSPassTest.testPassFileDuplicateEntry",,9,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CVSPassTest.testPassFileMultipleEntry",,10,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.CallTarget",12,52,,3,50,11
Public Class,"org.apache.tools.ant.taskdefs.CallTarget",4,76,,3,68,19
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.addReference",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.addReference",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.createParam",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.createParam",,6,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.execute",,14,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.execute",,14,3,,,3
Private Method,"org.apache.tools.ant.taskdefs.CallTarget.getComponentService",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.handleErrorFlush",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.handleErrorOutput",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.handleFlush",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.handleOutput",,7,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.init",,11,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.init",,7,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.setInheritAll",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.setInheritAll",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.setInheritRefs",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.setTarget",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.CallTarget.setTarget",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Checksum",5,246,,4,79,54
Public Method,"org.apache.tools.ant.taskdefs.Checksum.addFileset",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Checksum.addToIncludeFileMap",,25,5,,,5
Public Method,"org.apache.tools.ant.taskdefs.Checksum.eval",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Checksum.execute",,8,2,,,2
Private Method,"org.apache.tools.ant.taskdefs.Checksum.generateChecksums",,82,16,,,16
Public Method,"org.apache.tools.ant.taskdefs.Checksum.setAlgorithm",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Checksum.setFile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Checksum.setFileext",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Checksum.setForceOverwrite",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Checksum.setProperty",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Checksum.setProvider",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Checksum.setReadBufferSize",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Checksum.setVerifyproperty",,3,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Checksum.validateAndExecute",,86,21,,,21
Public Class,"org.apache.tools.ant.taskdefs.ChecksumTest",2,39,,3,0,8
Public Constructor,"org.apache.tools.ant.taskdefs.ChecksumTest.ChecksumTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ChecksumTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ChecksumTest.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ChecksumTest.testCreateMd5",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ChecksumTest.testSetProperty",,6,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.ChecksumTest.testVerify",,7,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ChecksumTest.testVerifyAsCondition",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ChecksumTest.testVerifyAsTask",,5,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Chmod",9,100,,5,60,23
Public Constructor,"org.apache.tools.ant.taskdefs.Chmod.Chmod",,5,1,,,1
Protected Method,"org.apache.tools.ant.taskdefs.Chmod.checkConfiguration",,10,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.Chmod.createExclude",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.createInclude",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.createPatternSet",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.execute",,24,5,,,5
Protected Method,"org.apache.tools.ant.taskdefs.Chmod.isValidOs",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setCommand",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setDefaultexcludes",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setDir",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setExcludes",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setExecutable",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setFile",,6,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setIncludes",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setPerm",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setProject",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Chmod.setSkipEmptyFilesets",,4,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.Concat",9,244,,3,66,54
Public Constructor,"org.apache.tools.ant.taskdefs.Concat.Concat",,1,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Concat.addFilelist",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Concat.addFileset",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Concat.addText",,6,2,,,2
Private Method,"org.apache.tools.ant.taskdefs.Concat.catFiles",,115,24,,,24
Private Method,"org.apache.tools.ant.taskdefs.Concat.catText",,46,11,,,11
Public Method,"org.apache.tools.ant.taskdefs.Concat.execute",,41,7,,,7
Public Method,"org.apache.tools.ant.taskdefs.Concat.reset",,6,1,,,1
Private Method,"org.apache.tools.ant.taskdefs.Concat.sanitizeText",,7,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.Concat.setAppend",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Concat.setDestfile",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.Concat.setEncoding",,3,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.ConcatTest",0,51,,3,72,12
Public Constructor,"org.apache.tools.ant.taskdefs.ConcatTest.ConcatTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConcatTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConcatTest.tearDown",,9,3,,,3
Public Method,"org.apache.tools.ant.taskdefs.ConcatTest.test1",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConcatTest.test2",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConcatTest.test3",,8,2,,,2
Public Method,"org.apache.tools.ant.taskdefs.ConcatTest.test4",,9,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConcatTest.test5",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConcatTest.test6",,5,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.ConditionTask",3,28,,3,33,7
Public Method,"org.apache.tools.ant.taskdefs.ConditionTask.execute",,22,5,,,5
Public Method,"org.apache.tools.ant.taskdefs.ConditionTask.setProperty",,1,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTask.setValue",,1,1,,,1
Public Class,"org.apache.tools.ant.taskdefs.ConditionTest",0,143,,3,0,41
Public Constructor,"org.apache.tools.ant.taskdefs.ConditionTest.ConditionTest",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.setUp",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.tearDown",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testAnd",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testAndFails",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testAndIncomplete",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testAndempty",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testBasic",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testConditionEmpty",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testConditionIncomplete",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testContains",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testContainsAnycase",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testContainsDoesnt",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testContainsIncomplete1",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testContainsIncomplete2",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testFilesmatchDifferent",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testFilesmatchDifferentOnemissing",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testFilesmatchDifferentSizes",,4,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testFilesmatchExistence",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testFilesmatchIdentical",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testFilesmatchIncomplete",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testFilesmatchMatch",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testFilesmatchOddsizes",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testIsfalseFalse",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testIsfalseIncomplete1",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testIsfalseNot",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testIsfalseTrue",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testIstrue",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testIstrueFalse",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testIstrueIncomplete1",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testIstrueNot",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testNegation",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testNegationFalse",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testNegationIncomplete",,5,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testOr",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testOrFails",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testOrboth",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testOrincomplete",,3,1,,,1
Public Method,"org.apache.tools.ant.taskdefs.ConditionTest.testSetValue",,3,1,,,1
