,cbo,noc,cyclomatic,dit,lcom,rfc,wmc,designDefect
14451,0,0,1,0,0,0,1,0
77803,0,0,1,0,0,0,1,0
20815,5,0,0,1,0,1,1,0
6446,0,0,0,0,0,0,13,0
63065,0,0,1,0,0,0,1,0
30108,0,0,3,0,0,0,3,0
28487,0,0,1,0,0,0,1,0
35906,0,0,4,0,0,0,4,0
38863,0,0,0,0,0,0,0,0
7111,0,0,0,0,0,0,3,0
56540,0,0,1,0,0,0,1,0
7735,0,0,0,0,0,0,0,0
34067,0,0,1,0,0,0,1,0
34304,0,0,5,0,0,0,5,0
16693,0,0,3,0,0,0,3,0
10934,9,0,0,2,0,3,4,0
2866,0,0,0,0,0,0,6,0
55864,0,0,1,0,0,0,1,0
3904,0,0,0,0,0,0,0,0
9506,0,0,0,0,0,0,0,0
12585,0,0,2,0,0,0,2,0
8239,0,0,0,0,0,0,3,0
10732,0,0,1,0,0,0,1,0
6538,0,0,0,0,0,0,2,0
14513,1,0,0,1,19,15,31,0
43777,0,0,1,0,0,0,1,0
27027,0,0,1,0,0,0,1,0
50444,0,0,1,0,0,0,1,0
49762,0,0,1,0,0,0,1,0
7722,0,0,0,0,0,0,0,0
16544,0,0,0,1,0,2,2,0
50625,0,0,1,0,0,0,1,0
10203,0,0,1,0,0,0,1,0
7135,0,0,0,0,0,0,2,0
49518,0,0,1,0,0,0,1,0
56963,0,0,1,0,0,0,1,0
43997,0,0,1,0,0,0,1,0
32760,0,0,1,0,0,0,1,0
145,0,0,0,0,0,0,0,0
49158,2,0,0,1,0,3,7,0
41562,0,0,1,0,0,0,1,0
6706,0,0,1,0,0,0,1,0
59028,0,0,1,0,0,0,1,0
5619,0,0,1,0,0,0,1,0
56710,0,0,1,0,0,0,1,0
64317,0,0,2,0,0,0,2,0
65871,0,0,12,0,0,0,12,0
16187,0,0,1,0,0,0,1,0
55456,0,0,1,0,0,0,1,0
7027,0,0,0,0,0,0,0,0
4962,1,0,0,1,50,2,2,0
3711,0,0,1,0,0,0,1,0
8543,0,0,0,0,0,0,2,0
31224,0,0,1,0,0,0,1,0
9234,0,0,2,0,0,0,2,0
25053,0,0,1,0,0,0,1,0
72146,0,0,1,0,0,0,1,0
30994,0,0,1,0,0,0,1,0
1305,0,0,0,0,0,0,0,0
47738,0,0,0,0,0,0,0,0
71559,0,0,0,0,0,0,0,0
55879,0,0,1,0,0,0,1,0
33386,0,0,1,0,0,0,1,0
61022,0,0,1,0,0,0,1,0
57978,0,0,1,0,0,0,1,0
35317,0,0,1,0,0,0,1,0
10349,0,0,1,0,0,0,1,0
29239,0,0,1,0,0,0,1,0
49470,0,0,1,0,0,0,1,0
37476,0,0,2,0,0,0,2,0
18346,0,0,1,0,0,0,1,0
1498,0,0,4,0,0,0,4,0
34935,0,0,0,0,0,0,6,0
5994,0,0,0,1,0,0,0,0
5101,0,0,1,0,0,0,1,0
31377,0,0,13,0,0,0,13,0
77765,0,0,1,0,0,0,1,0
4714,0,0,0,0,0,0,9,0
56692,0,0,1,0,0,0,1,0
38797,0,0,1,0,0,0,1,0
37920,0,0,1,0,0,0,1,0
32485,1,0,0,1,0,14,21,0
21014,0,0,2,0,0,0,2,0
60187,0,0,1,0,0,0,1,0
62061,0,0,1,0,0,0,1,0
57315,0,0,3,0,0,0,3,0
44417,0,0,1,0,0,0,1,0
1085,0,0,1,0,0,0,1,0
6150,0,0,0,0,0,0,3,0
15499,0,0,1,0,0,0,1,0
17803,0,0,1,0,0,0,1,0
75099,0,0,0,2,0,1,1,0
6533,0,0,0,0,0,0,0,0
23275,0,0,2,0,0,0,2,0
8502,0,0,2,0,0,0,2,0
58469,0,0,1,0,0,0,1,0
2833,0,0,1,0,0,0,1,0
47982,0,0,2,0,0,0,2,0
3173,0,0,1,0,0,0,1,0
29183,0,0,1,0,0,0,1,0
355,0,0,0,0,0,0,17,0
36529,0,0,1,0,0,0,1,0
63788,0,0,1,0,0,0,1,0
13288,0,0,2,0,0,0,2,0
63470,0,0,1,0,0,0,1,0
4599,0,0,2,0,0,0,2,0
12965,4,0,0,2,0,1,1,0
9907,0,0,0,0,0,0,0,0
75683,0,0,0,2,0,3,1,0
21599,0,0,0,0,0,0,0,0
30451,0,0,1,0,0,0,1,0
31270,2,0,0,3,33,22,4,0
3324,0,0,1,0,0,0,1,0
43900,0,0,0,0,0,0,0,0
27138,0,0,1,0,0,0,1,0
4924,0,0,0,1,50,1,1,0
80705,0,0,2,0,0,0,2,0
5920,0,0,0,0,0,0,2,0
4958,0,0,0,0,0,0,9,0
43165,0,0,1,0,0,0,1,0
3634,0,0,1,0,0,0,1,0
38413,2,0,0,2,0,1,1,0
3035,0,0,1,0,0,0,1,0
19065,0,0,2,0,0,0,2,0
39307,2,0,0,2,0,1,2,0
71527,0,0,0,0,0,0,0,0
51827,0,0,2,0,0,0,2,0
44801,0,0,2,0,0,0,2,0
68368,0,0,2,0,0,0,2,0
30836,0,0,1,0,0,0,1,0
33877,0,0,0,1,0,0,0,0
6243,0,0,0,0,0,0,1,0
38028,0,0,1,0,0,0,1,0
27076,0,0,1,0,0,0,1,0
11184,0,0,0,0,0,0,0,0
7748,0,0,0,0,0,0,0,0
34592,0,0,1,0,0,0,1,0
284,0,0,0,0,0,0,13,0
68067,0,0,1,0,0,0,1,0
38564,0,0,2,0,0,0,2,0
1264,0,0,0,0,0,0,5,0
11054,0,0,0,0,0,0,0,0
20222,0,0,1,0,0,0,1,0
65059,0,0,1,0,0,0,1,0
11470,0,0,1,0,0,0,1,0
42614,0,0,1,0,0,0,1,0
57186,0,0,1,0,0,0,1,0
55937,0,0,0,1,0,0,0,0
66423,0,0,5,0,0,0,5,0
50270,0,0,1,0,0,0,1,0
52681,0,0,1,0,0,0,1,0
85060,0,0,1,0,0,0,1,0
3544,0,0,1,0,0,0,1,0
2207,0,0,0,0,0,0,0,0
17991,0,0,2,0,0,0,2,0
49184,0,0,1,0,0,0,1,0
23711,0,0,1,0,0,0,1,0
1960,0,0,0,0,0,0,32,0
40711,0,0,2,0,0,0,2,0
2166,0,0,0,0,0,0,5,0
33325,0,0,1,0,0,0,1,0
83631,0,0,1,0,0,0,1,0
20392,0,1,0,0,0,11,0,0
15604,0,0,2,0,0,0,2,0
86600,0,0,1,0,0,0,1,0
35246,0,0,0,0,0,0,0,0
11153,0,0,1,0,0,0,1,0
28850,1,0,0,3,0,17,1,0
7086,0,0,0,0,0,0,4,0
6725,0,0,1,0,0,0,1,0
50173,0,0,1,0,0,0,1,0
45682,3,0,0,1,57,4,5,0
5879,0,0,2,0,0,0,2,0
85499,0,0,1,0,0,0,1,0
41428,0,0,1,0,0,0,1,0
47755,2,0,0,1,0,1,1,0
8830,0,0,0,0,0,0,0,0
59925,0,0,1,0,0,0,1,0
47877,0,0,1,0,0,0,1,0
3812,0,0,1,0,0,0,1,0
44930,3,0,0,1,0,1,1,0
57208,0,0,0,0,0,0,0,0
44974,0,0,0,0,0,0,19,0
11531,0,0,1,0,0,0,1,0
10287,0,0,7,0,0,0,7,0
8649,0,0,0,0,0,0,0,0
62223,0,0,2,0,0,0,2,0
53733,0,0,1,0,0,0,1,0
81056,0,0,1,0,0,0,1,0
74524,0,0,0,1,25,4,7,0
11418,0,0,1,0,0,0,1,0
60710,0,0,1,0,0,0,1,0
5573,0,0,0,0,0,0,24,0
46382,0,0,0,0,0,0,33,0
32209,0,0,2,0,0,0,2,0
11262,0,0,7,0,0,0,7,0
40482,0,0,9,0,0,0,9,0
16282,0,0,1,0,0,0,1,0
77370,0,0,1,0,0,0,1,0
51160,5,1,0,0,0,11,0,0
44433,0,0,1,0,0,0,1,0
6751,0,0,1,0,0,0,1,0
8692,0,0,0,0,0,0,5,0
62565,0,0,1,0,0,0,1,0
18769,0,0,1,0,0,0,1,0
51877,0,0,2,0,0,0,2,0
62877,0,0,0,0,0,0,0,0
57871,0,0,1,0,0,0,1,0
43943,0,0,0,0,0,0,0,0
3409,0,0,0,0,0,0,0,0
4139,0,0,1,0,0,0,1,0
55847,0,0,3,0,0,0,3,0
11709,0,0,2,0,0,0,2,0
19386,0,0,1,0,0,0,1,0
4836,0,0,0,0,0,0,17,0
66094,0,0,1,0,0,0,1,0
34962,0,0,1,0,0,0,1,0
10331,0,0,1,0,0,0,1,0
66066,0,0,0,1,0,1,1,0
7371,0,0,0,0,0,0,8,0
35431,0,0,1,0,0,0,1,0
61175,0,0,0,0,0,0,4,0
43720,0,0,1,0,0,0,1,0
59,0,0,0,0,0,0,24,0
9189,3,0,0,2,0,1,1,0
28283,0,0,1,0,0,0,1,0
7345,0,0,0,0,0,0,6,0
28813,0,0,1,0,0,0,1,0
882,0,0,0,0,0,0,5,0
62125,0,0,1,0,0,0,1,0
48122,0,0,1,0,0,0,1,0
36878,0,0,1,0,0,0,1,0
7322,0,0,0,0,0,0,7,0
15048,0,0,1,0,0,0,1,0
50038,0,0,1,0,0,0,1,0
45710,0,0,1,0,0,0,1,0
24332,0,0,3,0,0,0,3,0
4510,0,0,0,0,0,0,4,0
21308,0,0,4,0,0,0,4,0
37436,0,0,0,1,0,0,0,0
64672,0,0,1,0,0,0,1,0
7837,0,0,0,0,0,0,0,0
4074,0,0,1,0,0,0,1,0
34839,0,0,1,0,0,0,1,0
21478,0,0,1,0,0,0,1,0
31755,0,0,3,0,0,0,3,0
8636,0,0,0,0,0,0,2,0
59978,0,0,1,0,0,0,1,0
55677,0,0,0,0,0,0,0,0
20902,0,0,1,0,0,0,1,0
24530,0,0,0,1,50,3,9,0
3589,0,0,3,0,0,0,3,0
49817,0,0,1,0,0,0,1,0
68009,2,0,0,2,0,1,2,0
27938,0,0,1,0,0,0,1,0
23978,0,0,2,0,0,0,2,0
9023,0,0,0,0,0,0,0,0
2632,2,0,0,1,0,2,5,0
33208,0,0,0,0,0,0,0,0
39002,0,0,1,0,0,0,1,0
33000,0,0,1,0,0,0,1,0
7618,0,0,0,0,0,0,28,0
59807,0,0,1,0,0,0,1,0
9288,0,0,1,0,0,0,1,0
24320,2,0,0,1,0,1,1,0
52474,0,0,1,0,0,0,1,0
16728,0,0,1,0,0,0,1,0
83323,0,0,1,0,0,0,1,0
4558,0,0,1,0,0,0,1,0
81911,4,0,0,1,58,6,15,0
38386,0,0,1,0,0,0,1,0
25981,0,0,2,0,0,0,2,0
8647,0,0,0,0,0,0,0,0
49966,0,0,4,0,0,0,4,0
47528,0,0,0,2,0,1,1,0
13351,0,0,1,0,0,0,1,0
65129,1,0,0,2,0,1,1,0
8529,0,0,0,0,0,0,1,0
57280,0,0,0,0,0,0,0,0
3013,0,0,0,0,0,0,1,0
25120,0,0,2,0,0,0,2,0
9339,0,0,0,1,0,7,7,0
4096,0,0,1,0,0,0,1,0
25597,0,0,1,0,0,0,1,0
75154,0,0,1,0,0,0,1,0
25099,0,0,1,0,0,0,1,0
5352,0,0,1,0,0,0,1,0
32097,0,0,1,0,0,0,1,0
25637,0,0,1,0,0,0,1,0
2787,0,0,0,0,0,0,4,0
18340,0,0,1,0,0,0,1,0
41610,0,0,1,0,0,0,1,0
60063,2,0,0,1,0,1,2,0
61967,0,0,1,0,0,0,1,0
32504,0,0,1,0,0,0,1,0
7021,0,0,1,0,0,0,1,0
14363,0,0,1,0,0,0,1,0
64783,0,0,1,0,0,0,1,0
58451,0,0,1,0,0,0,1,0
66349,0,0,1,0,0,0,1,0
24035,0,0,1,0,0,0,1,0
11121,0,1,0,1,0,4,3,0
56204,0,0,4,0,0,0,4,0
45886,0,0,0,1,0,1,1,0
4412,0,0,1,0,0,0,1,0
55077,0,0,1,0,0,0,1,0
49572,0,0,1,0,0,0,1,0
48205,2,0,0,2,33,4,2,0
20470,0,0,5,0,0,0,5,0
44513,0,0,1,0,0,0,1,0
3381,0,0,0,0,0,0,15,0
324,0,0,0,0,0,0,7,0
60804,0,0,0,1,0,2,5,0
4433,0,0,0,0,0,0,1,0
21325,0,0,0,1,0,2,2,0
71390,0,0,1,0,0,0,1,0
8699,0,0,1,0,0,0,1,0
5449,2,2,0,0,0,3,0,0
61738,0,0,1,0,0,0,1,0
6043,0,0,0,0,0,0,2,0
47809,0,0,1,0,0,0,1,0
18660,0,0,0,0,0,0,0,0
23797,0,0,0,1,0,0,0,0
4098,0,0,0,0,0,0,8,0
26687,0,0,1,0,0,0,1,0
55126,0,0,1,0,0,0,1,0
4671,0,0,0,0,0,0,0,0
3387,0,0,1,0,0,0,1,0
56545,0,0,1,0,0,0,1,0
17305,0,0,1,0,0,0,1,0
55817,0,0,0,0,0,0,0,0
16639,0,0,9,0,0,0,9,0
1763,0,0,1,0,0,0,1,0
64118,1,7,0,0,0,1,0,0
2225,0,0,1,0,0,0,1,0
28307,3,0,0,2,0,7,2,0
5088,0,0,1,0,0,0,1,0
36693,0,0,1,0,0,0,1,0
40620,0,0,1,0,0,0,1,0
10375,0,0,1,0,0,0,1,0
46145,0,0,1,0,0,0,1,0
33301,0,0,1,0,0,0,1,0
6194,0,0,0,0,0,0,28,0
24669,0,0,10,0,0,0,10,0
14006,0,0,1,0,0,0,1,0
34243,0,0,1,0,0,0,1,0
58908,0,0,0,2,0,2,27,0
26053,2,0,0,0,0,0,0,0
62450,0,0,1,0,0,0,1,0
231,0,0,0,0,0,0,14,0
12335,5,0,0,1,0,3,3,0
47429,0,0,2,0,0,0,2,0
24416,0,0,3,0,0,0,3,0
9199,0,0,2,0,0,0,3,0
19436,0,0,1,0,0,0,1,0
57200,0,0,1,0,0,0,1,0
19639,0,0,2,0,0,0,2,0
8031,0,0,1,0,0,0,1,0
9771,0,0,0,0,0,0,0,0
35857,0,0,0,1,40,5,6,0
55082,0,0,1,0,0,0,1,0
85045,0,0,1,0,0,0,1,0
72291,0,0,1,0,0,0,1,0
41149,12,0,0,1,0,1,3,0
59897,0,0,1,0,0,0,1,0
6741,0,0,0,0,0,0,1,0
62036,0,0,1,0,0,0,1,0
599,0,0,2,0,0,0,2,0
29222,0,0,1,0,0,0,1,0
1392,0,0,0,1,0,0,0,0
18395,0,0,2,0,0,0,2,0
82955,0,0,0,0,0,0,0,0
63539,0,0,13,0,0,0,13,0
7717,0,0,1,0,0,0,1,0
86177,0,0,0,0,0,0,0,0
3569,0,0,0,0,0,0,17,0
65663,0,0,1,0,0,0,1,0
7960,0,0,1,0,0,0,1,0
60692,0,0,7,0,0,0,7,0
3630,0,0,0,0,0,0,0,0
33198,0,0,0,0,0,0,0,0
66184,0,0,1,0,0,0,1,0
58781,0,0,1,0,0,0,1,0
58537,0,0,0,2,0,0,0,0
1327,0,0,0,0,0,0,7,0
83703,0,0,1,0,0,0,1,0
77957,0,0,1,0,0,0,1,0
11128,0,0,0,0,0,0,0,0
27322,2,16,0,1,0,3,2,0
2683,0,0,1,0,0,0,1,0
56077,0,0,0,0,0,0,0,0
41511,0,0,1,0,0,0,1,0
1148,0,0,1,0,0,0,1,0
60412,0,0,1,0,0,0,1,0
69859,0,0,2,0,0,0,2,0
4635,0,0,0,1,0,0,0,0
76173,0,0,1,0,0,0,1,0
68196,2,0,0,2,0,6,4,0
83313,0,0,1,0,0,0,1,0
28671,0,0,1,0,0,0,1,0
31934,0,0,1,0,0,0,1,0
42721,0,0,1,0,0,0,1,0
4287,0,0,1,0,0,0,1,0
68160,0,0,0,0,0,0,0,0
54777,0,0,1,0,0,0,1,0
19155,0,0,3,0,0,0,3,0
6992,0,0,0,0,0,0,1,0
1495,0,0,1,0,0,0,1,0
61600,0,0,9,0,0,0,9,0
24209,0,0,5,0,0,0,5,0
5994,0,0,0,0,0,0,0,0
45710,0,0,2,0,0,0,2,0
16683,0,0,1,0,0,0,1,0
54366,0,0,1,0,0,0,1,0
81249,0,0,1,0,0,0,1,0
1223,0,0,0,0,0,0,0,0
64390,0,0,0,0,0,0,15,0
14174,0,0,3,0,0,0,3,0
44637,0,0,1,0,0,0,1,0
3402,0,0,0,0,0,0,55,0
43139,0,0,1,0,0,0,1,0
2910,0,0,0,0,0,0,4,0
66471,0,0,0,0,0,0,0,0
5347,0,0,0,0,0,0,2,0
84042,0,0,1,0,0,0,1,0
28359,0,0,1,0,0,0,1,0
80647,0,0,1,0,0,0,1,0
68529,0,0,1,0,0,0,1,0
31255,0,0,1,0,0,0,1,0
76112,0,0,0,1,0,0,0,0
53415,3,0,0,1,57,7,12,0
5831,0,0,0,1,0,0,0,0
59523,0,0,0,0,0,0,0,0
2186,0,0,1,0,0,0,1,0
78573,0,0,1,0,0,0,1,0
64278,1,0,0,1,0,2,2,0
8547,0,0,0,0,0,0,15,0
63109,0,0,0,0,0,0,0,0
1515,0,0,0,0,0,0,0,0
34634,0,0,1,0,0,0,1,0
4705,0,0,0,0,0,0,14,0
6909,0,0,0,0,0,0,0,0
69138,0,0,1,0,0,0,1,0
4305,0,0,2,0,0,0,2,0
64722,0,0,2,0,0,0,2,0
51589,2,0,0,1,42,7,14,0
43320,0,0,1,0,0,0,1,0
73059,0,0,2,0,0,0,2,0
1215,0,0,0,0,0,0,55,0
5692,0,0,0,0,0,0,13,0
15777,0,0,1,0,0,0,1,0
35852,0,0,1,0,0,0,1,0
55678,0,0,0,0,0,0,0,0
6207,0,0,1,0,0,0,1,0
44028,6,0,0,4,25,20,4,0
7926,0,0,0,0,0,0,2,0
12609,1,0,0,2,0,7,1,0
55447,6,0,0,1,0,3,3,0
85710,0,0,1,0,0,0,1,0
5975,0,0,9,0,0,0,9,0
7751,0,0,0,0,0,0,2,0
7239,0,0,0,0,0,0,10,0
8460,0,0,1,0,0,0,1,0
50069,0,0,0,0,0,0,0,0
59146,1,0,0,2,0,1,1,0
23748,0,0,1,0,0,0,1,0
39736,0,0,1,0,0,0,1,0
8382,0,0,0,0,0,0,0,0
62327,0,0,1,0,0,0,1,0
1689,0,0,12,0,0,0,12,0
22744,0,0,0,0,0,0,0,0
64644,0,0,1,0,0,0,1,0
966,0,0,0,0,0,0,1,0
11171,0,0,0,0,0,0,0,0
22880,0,0,1,0,0,0,1,0
34270,0,0,1,0,0,0,1,0
30997,0,0,1,0,0,0,1,0
695,0,0,0,0,0,0,0,0
3100,0,0,4,0,0,0,4,0
53232,0,0,4,0,0,0,4,0
26799,3,0,0,1,0,2,2,0
4320,0,0,1,0,0,0,1,0
1724,0,0,0,0,0,0,3,0
66392,0,0,2,0,0,0,2,0
7059,0,0,0,0,0,0,8,0
21203,0,0,1,0,0,0,1,0
20515,0,0,2,0,0,0,2,0
38277,0,0,0,0,0,0,0,0
55439,0,0,2,0,0,0,2,0
63791,0,0,1,0,0,0,1,0
16244,0,0,1,0,0,0,1,0
10514,0,0,1,0,0,0,1,0
44196,0,0,1,0,0,0,1,0
7381,0,0,0,0,0,0,2,0
2009,0,0,0,0,0,0,9,0
10940,0,0,1,0,0,0,1,0
58709,0,0,1,0,0,0,1,0
16246,0,0,1,0,0,0,1,0
7645,0,0,0,0,0,0,5,0
5095,0,0,1,0,0,0,1,0
238,0,0,0,0,0,0,0,0
23537,0,0,1,0,0,0,1,0
765,0,0,0,0,0,0,6,0
1620,0,0,1,0,0,0,1,0
56856,0,0,2,0,0,0,2,0
47329,0,0,0,0,0,0,0,0
35612,0,0,2,0,0,0,2,0
56753,0,0,3,0,0,0,3,0
45665,5,0,0,2,0,2,2,0
23163,0,0,0,0,0,0,0,0
56123,0,0,0,1,0,0,0,0
3801,0,0,1,0,0,0,1,0
77525,0,0,1,0,0,0,1,0
61190,0,0,1,0,0,0,1,0
44917,0,0,2,0,0,0,2,0
7798,0,0,2,0,0,0,2,0
5865,0,0,0,0,0,0,17,0
45792,0,0,2,0,0,0,2,0
58155,0,0,1,0,0,0,1,0
35420,1,0,0,0,0,4,0,0
48969,0,0,1,0,0,0,1,0
1700,0,0,1,0,0,0,1,0
60860,0,0,0,0,0,0,0,0
73308,0,0,1,0,0,0,1,0
8067,0,0,0,1,0,0,0,0
81609,0,0,2,0,0,0,2,0
5021,0,0,1,0,0,0,1,0
38815,0,0,1,0,0,0,1,0
66744,0,0,0,0,0,0,0,0
39700,0,0,0,1,50,2,2,0
23289,0,0,4,0,0,0,4,0
68765,0,0,0,1,50,2,2,0
72653,0,0,2,0,0,0,2,0
10342,0,0,1,0,0,0,1,0
1202,0,0,0,0,0,0,50,0
20127,11,0,0,2,0,6,1,0
3311,0,0,0,0,0,0,0,0
56155,0,0,0,0,0,0,0,0
80939,0,0,1,0,0,0,1,0
34464,0,0,1,0,0,0,1,0
10080,0,0,1,0,0,0,1,0
33483,1,0,0,1,0,2,2,0
56007,0,0,0,2,0,0,0,0
51853,0,0,1,0,0,0,1,0
43069,0,0,0,1,0,1,1,0
2103,0,0,0,0,0,0,0,0
78102,0,0,1,0,0,0,1,0
81001,0,0,3,0,0,0,3,0
43776,0,0,1,0,0,0,1,0
7633,0,0,1,0,0,0,1,0
4759,0,0,0,0,0,0,3,0
26681,0,0,2,0,0,0,2,0
59405,0,0,2,0,0,0,2,0
59016,0,0,1,0,0,0,1,0
14517,0,0,1,0,0,0,1,0
37647,0,0,1,0,0,0,1,0
65671,0,0,1,0,0,0,1,0
67971,0,0,0,1,0,1,2,0
25758,0,0,3,0,0,0,3,0
54106,0,0,1,0,0,0,1,0
86736,0,0,0,0,0,0,0,0
65073,0,0,0,0,0,0,25,0
1453,0,0,0,0,0,0,0,0
74029,0,0,0,0,0,0,0,0
20405,0,3,0,0,0,2,0,0
33547,0,0,0,3,55,7,6,0
11200,0,0,0,1,0,3,9,0
7657,0,0,1,0,0,0,1,0
33441,0,0,0,0,0,0,0,0
73573,0,0,0,1,0,1,1,0
35949,0,0,2,0,0,0,2,0
1810,0,0,0,0,0,0,0,0
22358,10,1,0,4,0,50,57,0
55582,0,0,1,0,0,0,1,0
41090,0,0,1,0,0,0,1,0
48312,0,0,1,0,0,0,1,0
5279,0,0,0,0,0,0,2,0
5380,0,0,1,0,0,0,1,0
28191,0,0,2,0,0,0,2,0
44943,0,0,1,0,0,0,1,0
86112,4,0,0,2,0,7,2,0
8323,0,0,0,0,0,0,0,0
19193,0,0,1,0,0,0,1,0
51242,0,0,1,0,0,0,1,0
48429,0,0,0,0,0,0,0,0
5330,0,0,0,0,0,0,4,0
37184,0,0,1,0,0,0,1,0
82343,0,0,1,0,0,0,1,0
64171,0,0,1,0,0,0,1,0
16554,0,0,1,0,0,0,1,0
68049,0,0,0,0,0,0,0,0
84856,0,0,1,0,0,0,1,0
43672,0,0,4,0,0,0,4,0
51028,1,0,0,2,0,1,1,0
6324,0,0,0,0,0,0,31,0
25226,0,0,0,0,0,0,0,0
36884,0,0,1,0,0,0,1,0
13652,0,0,1,0,0,0,1,0
84986,0,0,1,0,0,0,1,0
689,0,0,4,0,0,0,4,0
38438,0,0,1,0,0,0,1,0
46936,0,0,2,0,0,0,2,0
58370,0,0,0,2,0,0,0,0
6606,0,0,0,0,0,0,14,0
8599,0,0,1,0,0,0,1,0
35038,0,0,0,0,0,0,0,0
60735,3,0,0,1,0,2,3,0
195,0,0,0,0,0,0,20,0
809,0,0,0,0,0,0,7,0
18362,0,0,1,0,0,0,1,0
15118,0,0,1,0,0,0,1,0
26992,0,0,0,0,0,0,0,0
35299,0,0,1,0,0,0,1,0
3240,0,0,0,0,0,0,11,0
49960,0,0,0,1,0,2,4,0
12140,0,0,1,0,0,0,1,0
31375,0,0,9,0,0,0,9,0
64137,0,0,13,0,0,0,13,0
3962,0,0,0,0,0,0,46,0
40053,0,0,0,1,53,3,4,0
9296,0,0,1,0,0,0,1,0
3947,0,0,0,0,0,0,4,0
12124,0,0,1,0,0,0,1,0
61427,0,0,4,0,0,0,4,0
38122,0,0,1,0,0,0,1,0
40234,0,0,1,0,0,0,1,0
22913,0,0,1,0,0,0,1,0
3591,0,0,1,0,0,0,1,0
15177,0,0,1,0,0,0,1,0
38344,0,1,0,1,0,1,0,0
66858,0,0,1,0,0,0,1,0
34115,0,0,0,0,0,0,0,0
10185,0,0,1,0,0,0,1,0
30709,0,0,1,0,0,0,1,0
19099,0,0,1,0,0,0,1,0
6761,0,0,0,0,0,0,0,0
2530,0,0,1,0,0,0,1,0
44264,0,0,1,0,0,0,1,0
23750,2,0,0,1,0,1,2,0
27052,0,0,1,0,0,0,1,0
3523,0,0,1,0,0,0,1,0
31299,0,0,1,0,0,0,1,0
1674,0,0,0,0,0,0,0,0
3180,0,0,0,0,0,0,14,0
66392,0,0,0,2,0,3,2,0
42717,0,0,1,0,0,0,1,0
6012,0,0,0,0,0,0,0,0
76856,0,0,0,1,0,2,2,0
23850,0,0,1,0,0,0,1,0
83198,0,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,1,0
67749,0,0,1,0,0,0,1,0
59417,0,0,1,0,0,0,1,0
30024,0,0,1,0,0,0,1,0
44058,0,0,1,0,0,0,1,0
16120,0,0,2,0,0,0,2,0
46218,0,0,0,0,0,0,0,0
2811,8,0,0,1,58,9,9,0
24999,0,0,2,0,0,0,2,0
46635,9,3,0,1,0,2,3,0
19546,0,0,1,0,0,0,1,0
39207,0,0,1,0,0,0,1,0
22622,0,0,2,0,0,0,2,0
50052,0,0,1,0,0,0,1,0
40770,0,0,1,0,0,0,1,0
41294,0,0,2,0,0,0,2,0
3794,0,0,0,0,0,0,2,0
28295,0,0,1,0,0,0,1,0
43771,0,0,1,0,0,0,1,0
31024,0,0,1,0,0,0,1,0
60386,1,4,0,4,0,17,2,0
9125,0,0,0,0,0,0,0,0
45418,0,0,0,1,0,0,0,0
44721,0,0,1,0,0,0,1,0
57953,0,0,1,0,0,0,1,0
56771,0,0,2,0,0,0,2,0
83277,7,0,0,1,0,2,11,0
4262,0,0,0,0,0,0,53,0
12462,0,0,1,0,0,0,1,0
76248,0,0,1,0,0,0,1,0
63635,0,0,1,0,0,0,1,0
4298,0,0,1,0,0,0,1,0
2327,0,0,0,0,0,0,0,0
39823,0,0,1,0,0,0,1,0
40589,0,0,1,0,0,0,1,0
22767,0,0,4,0,0,0,4,0
7059,0,0,2,0,0,0,2,0
25001,0,0,2,0,0,0,2,0
3565,0,0,1,0,0,0,1,0
7131,0,0,3,0,0,0,3,0
13369,0,0,1,0,0,0,1,0
10345,0,0,0,0,0,0,0,0
26098,0,0,3,0,0,0,3,0
30681,0,0,0,1,0,2,2,0
40112,0,0,1,0,0,0,1,0
57267,1,1,0,1,0,3,0,0
4811,0,0,0,0,0,0,6,0
9589,0,0,1,0,0,0,1,0
14945,0,0,1,0,0,0,1,0
17042,0,0,1,0,0,0,1,0
8446,0,0,1,0,0,0,1,0
29449,0,0,1,0,0,0,1,0
7384,4,0,0,1,33,3,3,0
55780,0,0,0,1,0,0,0,0
60917,0,0,1,0,0,0,1,0
1444,0,0,0,1,0,0,0,0
58107,0,0,1,0,0,0,1,0
14853,4,3,0,3,0,18,3,0
26440,0,0,2,0,0,0,2,0
2726,0,0,1,0,0,0,1,0
50361,0,0,2,0,0,0,2,0
36801,0,0,0,1,0,1,1,0
18417,0,0,1,0,0,0,1,0
69264,0,0,1,0,0,0,1,0
16571,0,0,1,0,0,0,1,0
27935,0,0,1,0,0,0,1,0
35740,0,0,1,0,0,0,1,0
5417,1,0,0,1,50,4,6,0
40868,0,0,1,0,0,0,1,0
3439,0,0,0,0,0,0,2,0
3593,0,0,0,0,0,0,0,0
11763,0,0,1,0,0,0,1,0
14373,0,0,1,0,0,0,1,0
11232,0,0,3,0,0,0,3,0
12066,1,0,0,2,0,5,1,0
22548,0,0,1,0,0,0,1,0
64938,0,0,1,0,0,0,1,0
1825,0,0,1,0,0,0,1,0
74824,0,0,1,0,0,0,1,0
13511,11,0,0,2,46,8,13,0
26239,0,0,1,0,0,0,1,0
42928,0,0,1,0,0,0,1,0
1082,0,0,0,0,0,0,4,0
5360,0,0,0,0,0,0,0,0
8617,0,0,1,0,0,0,1,0
