Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
main,com.oreilly.servlet,MailMessage,8,0,27,10,218,45,0,0,0.07407407407407407,1,1
main,com.oreilly.servlet,MailPrintStream,1,0,5,3,34,9,0,0,0.4,0,0
main,org.apache.tools.ant,BuildEvent,6,0,11,11,86,11,0,0,0.2727272727272727,4,3
main,org.apache.tools.ant,BuildException,2,0,10,10,87,10,0,0,0.3,1,1
main,org.apache.tools.ant,BuildListener,0,0,7,7,42,7,2,0,-1.0,2,1
main,org.apache.tools.ant,DefaultLogger,4,0,9,8,76,17,0,1,0.4444444444444444,1,3
main,org.apache.tools.ant,DesirableFilter,0,0,1,1,28,6,0,0,-1.0,0,0
main,org.apache.tools.ant,DirectoryScanner,10,0,19,14,510,102,0,0,0.10526315789473684,17,1
main,org.apache.tools.ant,EnumeratedAttribute,1,0,5,5,44,9,1,0,0.4,1,0
main,org.apache.tools.ant,IntrospectionHelper,7,0,29,26,356,57,0,0,0.6551724137931034,5,5
main,org.apache.tools.ant,NestedCreator,0,0,1,1,3,1,0,0,-1.0,1,0
main,org.apache.tools.ant,AttributeSetter,0,0,1,1,3,1,0,0,-1.0,1,1
main,org.apache.tools.ant,Location,4,1,4,3,44,6,0,0,0.5,4,1
main,org.apache.tools.ant,Main,7,0,7,1,249,26,0,0,0.0,1,4
main,org.apache.tools.ant,Map,0,0,1,1,3,1,0,0,-1.0,0,0
main,org.apache.tools.ant,Path,2,1,11,10,107,25,0,0,0.18181818181818182,6,2
main,org.apache.tools.ant,PathTokenizer,3,0,3,3,48,7,0,0,0.0,2,0
main,org.apache.tools.ant,Project,24,10,63,48,618,115,0,0,0.06349206349206349,45,7
main,org.apache.tools.ant,ProjectHelper,12,0,29,22,353,68,0,0,0.13793103448275862,4,7
main,org.apache.tools.ant,AbstractHandler,1,0,4,4,22,5,4,0,0.75,0,0
main,org.apache.tools.ant,RootHandler,0,0,2,2,16,3,0,0,-1.0,0,0
main,org.apache.tools.ant,ProjectHandler,0,0,6,3,66,17,0,1,-1.0,0,0
main,org.apache.tools.ant,TargetHandler,1,0,3,3,56,13,0,1,0.6666666666666666,0,1
main,org.apache.tools.ant,TaskHandler,2,0,4,4,35,6,0,1,0.0,0,3
main,org.apache.tools.ant,NestedElementHandler,3,0,4,4,37,5,0,1,0.0,0,1
main,org.apache.tools.ant,Target,7,0,14,12,82,20,0,0,0.2857142857142857,6,2
main,org.apache.tools.ant,Task,6,0,15,13,108,15,26,0,0.5333333333333333,8,3
main,org.apache.tools.ant,TaskAdapter,1,0,3,3,36,4,0,1,0.0,1,1
main,org.apache.tools.ant,XmlLogger,17,0,11,8,169,27,0,1,0.2727272727272727,1,3
main,org.apache.tools.ant.taskdefs,Ant,6,0,7,7,81,15,0,1,0.0,0,3
main,org.apache.tools.ant.taskdefs,AntStructure,3,0,6,2,91,14,0,1,0.6666666666666666,0,1
main,org.apache.tools.ant.taskdefs,Available,4,0,9,6,55,12,0,1,0.0,0,1
main,org.apache.tools.ant.taskdefs,Chmod,3,0,6,5,49,11,0,2,0.0,0,2
main,org.apache.tools.ant.taskdefs,CompileTask,1,0,3,3,37,5,0,3,0.6666666666666666,0,3
main,org.apache.tools.ant.taskdefs,Copydir,5,0,6,5,58,12,0,2,0.0,0,2
main,org.apache.tools.ant.taskdefs,Copyfile,3,0,4,4,29,5,0,1,0.0,0,1
main,org.apache.tools.ant.taskdefs,Cvs,7,0,9,9,59,18,0,2,0.2222222222222222,0,0
main,org.apache.tools.ant.taskdefs,Delete,3,0,4,4,78,16,0,2,0.5,0,2
main,org.apache.tools.ant.taskdefs,Deltree,1,0,3,2,45,10,0,1,0.0,0,0
main,org.apache.tools.ant.taskdefs,Echo,1,0,2,2,21,2,0,1,0.0,0,0
main,org.apache.tools.ant.taskdefs,Exec,12,0,12,9,145,27,5,1,0.0,3,2
main,org.apache.tools.ant.taskdefs,StreamPumper,5,0,3,3,39,6,0,0,0.0,0,1
main,org.apache.tools.ant.taskdefs,Expand,2,0,3,3,83,9,0,1,0.0,0,2
main,org.apache.tools.ant.taskdefs,Filter,2,0,3,3,17,3,0,1,0.0,0,0
main,org.apache.tools.ant.taskdefs,FixCRLF,6,0,9,9,221,50,0,2,0.2222222222222222,0,3
main,org.apache.tools.ant.taskdefs,AddAsisRemove,0,0,1,1,8,1,0,1,-1.0,1,0
main,org.apache.tools.ant.taskdefs,Get,4,0,5,5,85,12,0,1,0.0,0,0
main,org.apache.tools.ant.taskdefs,GUnzip,2,0,3,3,74,13,0,1,0.0,0,0
main,org.apache.tools.ant.taskdefs,GZip,2,0,5,3,59,8,0,1,0.0,0,1
main,org.apache.tools.ant.taskdefs,Jar,1,0,5,2,36,9,0,3,0.8,0,0
main,org.apache.tools.ant.taskdefs,Java,5,0,12,9,156,24,0,2,0.0,5,2
main,org.apache.tools.ant.taskdefs,Javac,13,0,24,16,463,85,1,2,0.08333333333333333,0,5
main,org.apache.tools.ant.taskdefs,JarFilenameFilter,0,0,1,1,5,1,0,0,-1.0,0,0
main,org.apache.tools.ant.taskdefs,JavacOutputStream,3,0,4,1,47,7,0,0,0.0,0,1
main,org.apache.tools.ant.taskdefs,Javadoc,57,0,84,77,771,204,0,2,0.17857142857142858,0,6
main,org.apache.tools.ant.taskdefs,DocletParam,2,0,4,4,16,4,0,0,0.5,2,0
main,org.apache.tools.ant.taskdefs,DocletInfo,3,0,7,7,36,9,0,0,0.42857142857142855,1,2
main,org.apache.tools.ant.taskdefs,LinkArgument,3,0,7,7,25,7,0,0,0.5714285714285714,1,1
main,org.apache.tools.ant.taskdefs,GroupArgument,2,0,5,5,18,5,0,0,0.6,1,0
main,org.apache.tools.ant.taskdefs,JavaReader,0,0,4,4,72,23,0,0,-1.0,0,0
main,org.apache.tools.ant.taskdefs,Jikes,2,0,2,0,35,2,0,0,0.0,1,1
main,org.apache.tools.ant.taskdefs,JikesOutputParser,6,0,7,0,62,15,0,0,0.0,2,2
main,org.apache.tools.ant.taskdefs,KeySubst,4,0,7,7,118,14,0,1,0.0,1,1
main,org.apache.tools.ant.taskdefs,MatchingTask,5,0,18,13,198,40,15,1,0.1111111111111111,1,3
main,org.apache.tools.ant.taskdefs,NameEntry,2,0,4,4,19,6,0,0,0.0,2,0
main,org.apache.tools.ant.taskdefs,Mkdir,1,0,2,2,21,4,0,1,0.0,0,0
main,org.apache.tools.ant.taskdefs,Patch,7,0,9,9,89,18,0,2,0.2222222222222222,0,0
main,org.apache.tools.ant.taskdefs,Property,5,0,14,8,160,33,0,1,0.0,1,2
main,org.apache.tools.ant.taskdefs,Rename,3,0,4,4,44,7,0,1,0.0,0,1
main,org.apache.tools.ant.taskdefs,Replace,4,0,7,5,101,17,0,2,0.0,0,1
main,org.apache.tools.ant.taskdefs,Rmic,8,0,16,10,264,58,0,2,0.0,0,3
main,org.apache.tools.ant.taskdefs,SignJar,11,0,12,12,126,25,0,1,0.0,0,2
main,org.apache.tools.ant.taskdefs,Tar,2,0,4,3,74,9,0,2,0.0,0,3
main,org.apache.tools.ant.taskdefs,Taskdef,2,0,5,5,40,6,0,1,0.0,1,1
main,org.apache.tools.ant.taskdefs,TaskOutputStream,3,0,3,1,39,5,0,0,0.0,0,1
main,org.apache.tools.ant.taskdefs,Touch,5,0,5,4,101,13,0,1,0.0,2,1
main,org.apache.tools.ant.taskdefs,Tstamp,0,0,1,1,21,1,0,1,-1.0,0,0
main,org.apache.tools.ant.taskdefs,Untar,2,0,3,3,87,11,0,1,0.0,0,4
main,org.apache.tools.ant.taskdefs,XSLTLiaison,0,0,2,2,8,2,2,0,-1.0,1,0
main,org.apache.tools.ant.taskdefs,XSLTProcess,5,0,9,8,131,19,0,2,0.3333333333333333,1,3
main,org.apache.tools.ant.taskdefs,Zip,4,0,8,4,134,22,1,2,0.0,0,2
main,org.apache.tools.ant.taskdefs.optional.ejb,DDCreator,3,0,4,4,67,8,0,2,0.0,0,3
main,org.apache.tools.ant.taskdefs.optional.ejb,DDCreatorHelper,3,0,3,1,63,7,0,0,0.0,1,1
main,org.apache.tools.ant.taskdefs.optional.ejb,Ejbc,5,0,6,6,95,11,0,2,0.0,0,3
main,org.apache.tools.ant.taskdefs.optional.ejb,EjbcHelper,6,0,5,1,138,15,0,0,0.0,1,1
main,org.apache.tools.ant.taskdefs.optional.ejb,EjbJar,17,0,16,15,321,33,0,2,0.0,1,5
main,org.apache.tools.ant.taskdefs.optional.ejb,DescriptorHandler,6,0,5,5,66,7,0,0,0.0,2,1
main,org.apache.tools.ant.taskdefs.optional.ejb,WLRun,7,0,7,7,116,14,0,1,0.0,0,2
main,org.apache.tools.ant.taskdefs.optional.ejb,WLStop,5,0,6,6,81,8,0,1,0.0,0,2
main,org.apache.tools.ant.taskdefs.optional,NetRexxC,33,0,37,31,383,54,0,2,0.05405405405405406,0,2
main,org.apache.tools.ant.taskdefs.optional,RenameExtensions,4,0,7,6,79,14,0,2,0.2857142857142857,0,2
main,org.apache.tools.ant.taskdefs.optional,Script,3,0,5,4,59,9,0,1,0.8,0,0
main,org.apache.tools.ant.taskdefs.optional,XalanLiaison,2,0,2,2,14,2,0,1,1.0,0,1
main,org.apache.tools.ant.taskdefs.optional,XslpLiaison,2,0,3,3,17,3,0,1,1.0,0,0
main,org.apache.tools.ant.taskdefs.optional,XSLTResultTarget,0,0,0,0,2,0,0,0,-1.0,0,0
main,org.apache.tools.ant.taskdefs.optional.vss,MSVSS,19,15,6,6,117,9,1,2,0.5,0,1
main,org.apache.tools.ant.taskdefs.optional.vss,MSVSSGET,6,0,11,11,145,24,0,3,0.0,0,1
main,org.apache.tools.tar,TarBuffer,11,2,21,17,260,56,0,0,0.0,3,1
main,org.apache.tools.tar,TarConstants,22,22,0,0,95,0,1,0,-1.0,0,0
main,org.apache.tools.tar,TarEntry,15,0,28,27,399,44,0,1,0.0,5,2
main,org.apache.tools.tar,TarInputStream,8,0,16,16,228,39,0,0,0.375,1,2
main,org.apache.tools.tar,TarOutputStream,8,0,14,13,160,24,0,0,0.21428571428571427,1,2
main,org.apache.tools.tar,TarUtils,0,0,7,7,137,20,0,0,-1.0,2,1
