Kind,Name,CountClassCoupled,CountClassDerived,CountDeclMethodAll,CountLine,Cyclomatic,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountLineCode
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.getInvocationForStubbing",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.getInvocations",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.getStubbingsAscending",,,,8,1,,,1,5
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.getStubbingsDescending",,,,6,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.hasAnswersForStubbing",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.hasInvocationForPotentialStubbing",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.invokedMock",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.resetInvocationForPotentialStubbing",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.setAnswersForStubbing",,,,6,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.setInvocationForPotentialStubbing",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.setMethodForStubbing",,,,8,2,,,2,8
Public Method,"org.mockito.internal.stubbing.InvocationContainerImpl.toString",,,,3,1,,,1,3
Public Class,"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest",11,0,18,84,,2,45,10,67
Class,"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.MyException",0,0,0,1,,2,0,0,1
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.setup",,,,12,1,,,1,9
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_finish_stubbing_on_adding_return_value",,,,5,1,,,1,5
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_finish_stubbing_when_wrong_throwable_is_set",,,,9,2,,,2,9
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_get_results_for_methods",,,,15,2,,,2,12
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_get_results_for_methods_stub_only",,,,15,2,,,2,12
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_validate_throwable",,,,6,2,,,2,6
Public Class,"org.mockito.internal.stubbing.InvocationContainerImplTest",8,0,7,92,,1,67,10,70
Private Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.doShouldBeThreadSafe",,,,37,4,,,4,31
Anonymous Class,"org.mockito.internal.stubbing.InvocationContainerImplTest.doShouldBeThreadSafe.(for_loop_1).(Anon_1)",4,0,1,11,,2,0,2,11
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.doShouldBeThreadSafe.(for_loop_1).(Anon_1).run",,,,10,2,,,2,10
Anonymous Class,"org.mockito.internal.stubbing.InvocationContainerImplTest.doShouldBeThreadSafe.(for_loop_1).(Anon_2)",1,0,1,4,,2,0,1,4
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.doShouldBeThreadSafe.(for_loop_1).(Anon_2).uncaughtException",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.should_be_thread_safe",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.should_be_thread_safe_stub_only",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.should_return_invoked_mock",,,,5,1,,,1,4
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.should_return_invoked_mock_stub_only",,,,5,1,,,1,4
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.should_tell_if_has_invocation_for_potential_stubbing",,,,7,1,,,1,6
Public Method,"org.mockito.internal.stubbing.InvocationContainerImplTest.should_tell_if_has_invocation_for_potential_stubbing_stub_only",,,,7,1,,,1,6
Public Generic Class,"org.mockito.internal.stubbing.OngoingStubbingImpl",5,0,13,39,,2,50,7,30
Public Constructor,"org.mockito.internal.stubbing.OngoingStubbingImpl.OngoingStubbingImpl",,,,3,1,,,1,3
TypeVariable,"org.mockito.internal.stubbing.OngoingStubbingImpl.T",0,0,0,0,,1,0,0,0
Public Generic Method,"org.mockito.internal.stubbing.OngoingStubbingImpl.getMock",,,,3,1,,,1,3
TypeVariable,"org.mockito.internal.stubbing.OngoingStubbingImpl.getMock.M",0,0,0,0,,1,0,0,0
Public Method,"org.mockito.internal.stubbing.OngoingStubbingImpl.getRegisteredInvocations",,,,4,1,,,1,3
Public Method,"org.mockito.internal.stubbing.OngoingStubbingImpl.setStrictness",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.OngoingStubbingImpl.then",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.OngoingStubbingImpl.thenAnswer",,,,8,2,,,2,7
Public Class,"org.mockito.internal.stubbing.StrictnessSelector",3,0,1,29,,1,0,3,11
Public Static Method,"org.mockito.internal.stubbing.StrictnessSelector.determineStrictness",,,,23,3,,,3,9
Public Class,"org.mockito.internal.stubbing.StubbedInvocationMatcher",2,0,21,44,,2,71,8,35
Public Constructor,"org.mockito.internal.stubbing.StubbedInvocationMatcher.StubbedInvocationMatcher",,,,5,1,,,1,5
Public Method,"org.mockito.internal.stubbing.StubbedInvocationMatcher.addAnswer",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.StubbedInvocationMatcher.answer",,,,8,2,,,2,7
Public Method,"org.mockito.internal.stubbing.StubbedInvocationMatcher.getStrictness",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.StubbedInvocationMatcher.markStubUsed",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.StubbedInvocationMatcher.toString",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.StubbedInvocationMatcher.wasUsed",,,,3,1,,,1,3
Public Class,"org.mockito.internal.stubbing.StubberImpl",11,0,11,108,,1,63,21,89
Public Constructor,"org.mockito.internal.stubbing.StubberImpl.StubberImpl",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.StubberImpl.doAnswer",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.StubberImpl.doCallRealMethod",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.StubberImpl.doNothing",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.StubberImpl.doReturn",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.StubberImpl.doReturn",,,,3,1,,,1,3
Private Method,"org.mockito.internal.stubbing.StubberImpl.doReturnValues",,,,10,3,,,3,10
Public Method,"org.mockito.internal.stubbing.StubberImpl.doThrow",,,,10,3,,,3,10
Public Method,"org.mockito.internal.stubbing.StubberImpl.doThrow",,,,14,3,,,3,14
Public Method,"org.mockito.internal.stubbing.StubberImpl.doThrow",,,,14,3,,,3,11
Public Generic Method,"org.mockito.internal.stubbing.StubberImpl.when",,,,13,3,,,3,10
TypeVariable,"org.mockito.internal.stubbing.StubberImpl.when.T",0,0,0,0,,1,0,0,0
Public Class,"org.mockito.internal.stubbing.StubbingComparator",2,0,1,11,,1,0,1,6
Public Method,"org.mockito.internal.stubbing.StubbingComparator.compare",,,,3,1,,,1,3
Public Class,"org.mockito.internal.stubbing.UnusedStubbingReporting",2,0,1,13,,1,0,1,5
Public Static Method,"org.mockito.internal.stubbing.UnusedStubbingReporting.shouldBeReported",,,,7,1,,,1,3
Package,"org.mockito.internal.stubbing.answers",,,,1518,,,,165,1017
Public Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces",11,0,11,220,,1,0,11,117
Private Constructor,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.AnswerFunctionalInterfaces",,,,5,1,,,1,2
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,15,1,,,1,8
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,15,1,,,1,9
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,18,1,,,1,10
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,18,1,,,1,11
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,20,1,,,1,11
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,20,1,,,1,12
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,22,1,,,1,12
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,22,1,,,1,13
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,24,1,,,1,13
Public Static Generic Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer",,,,24,1,,,1,14
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_1)",3,0,1,5,,1,0,1,5
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_1).answer",,,,3,1,,,1,3
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_10)",3,0,1,11,,1,0,1,11
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_10).answer",,,,9,1,,,1,9
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_2)",3,0,1,6,,1,0,1,6
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_2).answer",,,,4,1,,,1,4
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_3)",3,0,1,7,,1,0,1,7
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_3).answer",,,,5,1,,,1,5
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_4)",3,0,1,8,,1,0,1,8
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_4).answer",,,,6,1,,,1,6
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_5)",3,0,1,8,,1,0,1,8
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_5).answer",,,,6,1,,,1,6
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_6)",3,0,1,9,,1,0,1,9
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_6).answer",,,,7,1,,,1,7
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_7)",3,0,1,9,,1,0,1,9
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_7).answer",,,,7,1,,,1,7
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_8)",3,0,1,10,,1,0,1,10
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_8).answer",,,,8,1,,,1,8
Anonymous Class,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_9)",3,0,1,10,,1,0,1,10
Public Method,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.(Anon_9).answer",,,,8,1,,,1,8
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.A",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.B",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.B",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.B",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.B",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.B",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.B",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.B",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.B",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.C",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.C",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.C",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.C",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.C",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.C",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.D",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.D",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.D",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.D",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.E",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.E",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.T",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.T",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.T",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.T",0,0,0,0,,1,0,0,0
TypeVariable,"org.mockito.internal.stubbing.answers.AnswerFunctionalInterfaces.toAnswer.T",0,0,0,0,,1,0,0,0
Public Class,"org.mockito.internal.stubbing.answers.AnswersWithDelay",1,0,3,33,,1,44,4,20
Public Constructor,"org.mockito.internal.stubbing.answers.AnswersWithDelay.AnswersWithDelay",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.AnswersWithDelay.answer",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.AnswersWithDelay.validateFor",,,,5,2,,,2,5
Public Class,"org.mockito.internal.stubbing.answers.AnswersWithDelayTest",4,0,4,30,,1,0,4,24
Public Method,"org.mockito.internal.stubbing.answers.AnswersWithDelayTest.should_delay",,,,12,1,,,1,9
Public Method,"org.mockito.internal.stubbing.answers.AnswersWithDelayTest.should_fail_when_contained_answer_should_fail",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.AnswersWithDelayTest.should_return_value",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.AnswersWithDelayTest.should_succeed_when_contained_answer_should_succeed",,,,3,1,,,1,3
Public Class,"org.mockito.internal.stubbing.answers.CallsRealMethods",4,0,2,37,,1,100,4,15
Public Method,"org.mockito.internal.stubbing.answers.CallsRealMethods.answer",,,,6,2,,,2,6
Public Method,"org.mockito.internal.stubbing.answers.CallsRealMethods.validateFor",,,,5,2,,,2,5
Public Class,"org.mockito.internal.stubbing.answers.CallsRealMethodsTest",7,0,3,31,,1,0,4,22
Public Method,"org.mockito.internal.stubbing.answers.CallsRealMethodsTest.should_be_OK_when_calling_real_method_on_concrete_class",,,,9,1,,,1,6
Public Method,"org.mockito.internal.stubbing.answers.CallsRealMethodsTest.should_delegate_to_returns_default_when_abstract_method",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.CallsRealMethodsTest.should_fail_when_calling_real_method_on_interface",,,,10,2,,,2,7
Public Class,"org.mockito.internal.stubbing.answers.ClonesArguments",6,0,1,13,,1,0,2,13
Public Method,"org.mockito.internal.stubbing.answers.ClonesArguments.answer",,,,11,2,,,2,11
Public Abstract Class,"org.mockito.internal.stubbing.answers.DefaultAnswerValidator",3,0,1,12,,1,0,2,12
Public Static Method,"org.mockito.internal.stubbing.answers.DefaultAnswerValidator.validateReturnValueFor",,,,10,2,,,2,10
Public Class,"org.mockito.internal.stubbing.answers.DefaultAnswerValidatorTest",4,0,2,27,,1,0,3,22
Public Method,"org.mockito.internal.stubbing.answers.DefaultAnswerValidatorTest.should_fail_if_returned_value_of_answer_is_incompatible_with_return_type",,,,17,2,,,2,14
Class,"org.mockito.internal.stubbing.answers.DefaultAnswerValidatorTest.should_fail_if_returned_value_of_answer_is_incompatible_with_return_type.AWrongType",0,0,0,2,,1,0,0,2
Public Method,"org.mockito.internal.stubbing.answers.DefaultAnswerValidatorTest.should_not_fail_if_returned_value_of_answer_is_null",,,,4,1,,,1,4
Public Class,"org.mockito.internal.stubbing.answers.DoesNothing",3,0,4,24,,1,87,5,18
Private Constructor,"org.mockito.internal.stubbing.answers.DoesNothing.DoesNothing",,,,1,1,,,1,1
Public Method,"org.mockito.internal.stubbing.answers.DoesNothing.answer",,,,3,1,,,1,3
Public Static Method,"org.mockito.internal.stubbing.answers.DoesNothing.doesNothing",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.DoesNothing.validateFor",,,,5,2,,,2,5
Public Class,"org.mockito.internal.stubbing.answers.DoesNothingTest",6,0,5,45,,1,50,5,34
Public Method,"org.mockito.internal.stubbing.answers.DoesNothingTest.answer_returnsNull",,,,5,1,,,1,5
Public Method,"org.mockito.internal.stubbing.answers.DoesNothingTest.init",,,,12,1,,,1,9
Public Method,"org.mockito.internal.stubbing.answers.DoesNothingTest.validateFor_nonVoidReturnType_shouldFail",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.DoesNothingTest.validateFor_voidObjectReturnType",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.DoesNothingTest.validateFor_voidReturnType_shouldPass",,,,3,1,,,1,3
Public Class,"org.mockito.internal.stubbing.answers.InvocationInfo",2,0,10,62,,1,0,13,46
Public Constructor,"org.mockito.internal.stubbing.answers.InvocationInfo.InvocationInfo",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.getMethod",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.getMethodName",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.isAbstract",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.isDeclaredOnInterface",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.isValidException",,,,11,3,,,3,10
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.isValidReturnType",,,,7,2,,,2,7
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.isVoid",,,,8,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.printMethodReturnType",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfo.returnsPrimitive",,,,3,1,,,1,3
Public Class,"org.mockito.internal.stubbing.answers.InvocationInfoTest",8,0,13,99,,1,0,13,77
Private Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.iAmAbstract",,,,6,1,,,1,6
Abstract Class,"org.mockito.internal.stubbing.answers.InvocationInfoTest.iAmAbstract.TheAbstract",0,0,1,3,,1,0,0,3
Abstract Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.iAmAbstract.TheAbstract.iAmAbstract",,,,1,0,,,0,1
Private Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.iAmNotAbstract",,,,6,1,,,1,6
Abstract Class,"org.mockito.internal.stubbing.answers.InvocationInfoTest.iAmNotAbstract.TheNotAbstract",0,0,1,3,,1,0,1,3
Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.iAmNotAbstract.TheNotAbstract.iAmNotAbstract",,,,1,1,,,1,1
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.isVoid_invocationNonVoidMethod_returnFalse",,,,7,1,,,1,5
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.isVoid_invocationOnVoidMethod_returnTrue",,,,7,1,,,1,5
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.isVoid_invocationOnVoidReturningMethod_returnTrue",,,,7,1,,,1,5
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.should_know_abstract_method",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.should_know_method_is_declared_on_interface",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.should_know_valid_return_types",,,,7,1,,,1,7
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.should_know_valid_throwables",,,,9,1,,,1,6
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.should_know_when_invocation_returns_primitive",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.should_know_when_invocation_returns_void",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.should_read_the_method_name",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.InvocationInfoTest.should_read_the_method_return_name",,,,5,1,,,1,5
Public Class,"org.mockito.internal.stubbing.answers.Returns",3,0,7,46,,1,57,10,36
Public Constructor,"org.mockito.internal.stubbing.answers.Returns.Returns",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.Returns.answer",,,,3,1,,,1,3
Private Method,"org.mockito.internal.stubbing.answers.Returns.printReturnType",,,,3,1,,,1,3
Private Method,"org.mockito.internal.stubbing.answers.Returns.returnType",,,,3,1,,,1,3
Private Method,"org.mockito.internal.stubbing.answers.Returns.returnsNull",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.Returns.toString",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.Returns.validateFor",,,,14,4,,,4,12
Public Class,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt",4,0,9,135,,1,74,20,82
Public Constructor,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.ReturnsArgumentAt",,,,12,2,,,2,6
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.answer",,,,13,2,,,2,8
Private Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.inferArgumentType",,,,32,5,,,5,19
Private Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.inferWantedArgumentPosition",,,,6,2,,,2,5
Private Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.validateArgumentTypeCompatibility",,,,12,2,,,2,10
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.validateFor",,,,5,1,,,1,5
Private Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.validateIndexWithinInvocationRange",,,,7,2,,,2,7
Private Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.wantedArgIndexIsVarargAndSameTypeAsReturnType",,,,6,1,,,1,6
Private Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAt.wantedArgumentPositionIsValidForInvocation",,,,10,3,,,3,9
Public Class,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest",6,0,14,188,,1,0,21,172
Private Static Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.invocationWith",,,,5,1,,,1,5
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.shouldNotFailWhenArgumentIsGenericAndCompatibleWithReturnType",,,,8,1,,,1,8
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_allow_possible_argument_types",,,,26,1,,,1,26
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_be_able_to_return_the_first_parameter",,,,3,1,,,1,3
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_be_able_to_return_the_last_parameter",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_be_able_to_return_the_second_parameter",,,,4,1,,,1,4
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_be_able_to_return_the_specified_parameter",,,,5,1,,,1,5
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_fail_if_argument_type_of_signature_is_incompatible_with_return_type",,,,19,2,,,2,19
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_fail_if_index_is_not_in_range_for_example_with_no_arg_invocation",,,,14,2,,,2,14
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_fail_if_index_is_not_in_range_for_one_arg_invocation",,,,15,2,,,2,15
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_handle_returning_vararg_as_array",,,,15,1,,,1,14
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_identify_bad_parameter_type_for_invocation",,,,23,4,,,4,23
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_not_scream_when_mixed_vararg_parameter_is_compatible_with_invocation",,,,6,1,,,1,6
Public Method,"org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_raise_an_exception_if_index_is_not_in_allowed_range_at_creation_time",,,,11,2,,,2,11
