Kind,Name,CountClassCoupled,CountClassDerived,CountDeclMethodAll,CountLine,Cyclomatic,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountLineCode
Private Static Generic Method,"org.mockito.internal.creation.instance.ConstructorInstantiator.invokeConstructor",,,,5,1,,,1,5
TypeVariable,"org.mockito.internal.creation.instance.ConstructorInstantiator.invokeConstructor.T",0,0,0,0,,1,0,0,0
Private Method,"org.mockito.internal.creation.instance.ConstructorInstantiator.multipleMatchingConstructors",,,,9,1,,,1,9
Public Generic Method,"org.mockito.internal.creation.instance.ConstructorInstantiator.newInstance",,,,3,1,,,1,3
TypeVariable,"org.mockito.internal.creation.instance.ConstructorInstantiator.newInstance.T",0,0,0,0,,1,0,0,0
Private Method,"org.mockito.internal.creation.instance.ConstructorInstantiator.noMatchingConstructor",,,,10,2,,,2,10
Private Method,"org.mockito.internal.creation.instance.ConstructorInstantiator.paramsException",,,,6,1,,,1,6
Private Static Method,"org.mockito.internal.creation.instance.ConstructorInstantiator.paramsMatch",,,,16,6,,,6,16
Private Generic Method,"org.mockito.internal.creation.instance.ConstructorInstantiator.withParams",,,,22,6,,,6,21
TypeVariable,"org.mockito.internal.creation.instance.ConstructorInstantiator.withParams.T",0,0,0,0,,1,0,0,0
Public Class,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest",7,1,19,69,,2,0,8,51
Class,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.ChildOfThis",0,0,19,3,,3,0,0,2
Static Class,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.SomeClass",0,0,0,3,,1,0,0,2
Static Class,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.SomeClass2",0,0,1,5,,1,0,1,4
Constructor,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.SomeClass2.SomeClass2",,,,2,1,,,1,2
Static Class,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.SomeClass3",0,0,1,6,,1,0,1,4
Constructor,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.SomeClass3.SomeClass3",,,,3,1,,,1,2
Class,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.SomeInnerClass",0,0,0,3,,1,0,0,2
Public Method,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.creates_instances",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.creates_instances_of_inner_classes",,,,4,1,,,1,4
Public Method,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.creates_instances_with_arguments",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.creates_instances_with_null_arguments",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.creates_instances_with_primitive_arguments",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.explains_when_constructor_cannot_be_found",,,,9,2,,,2,9
Public Method,"org.mockito.internal.creation.instance.ConstructorInstantiatorTest.fails_when_null_is_passed_for_a_primitive",,,,3,1,,,1,3
Public Class,"org.mockito.internal.creation.instance.DefaultInstantiatorProvider",4,1,1,12,,1,0,2,10
Public Method,"org.mockito.internal.creation.instance.DefaultInstantiatorProvider.getInstantiator",,,,7,2,,,2,7
Public Class,"org.mockito.internal.creation.instance.InstantiationException",0,0,5,13,,3,0,1,5
Public Constructor,"org.mockito.internal.creation.instance.InstantiationException.InstantiationException",,,,3,1,,,1,3
Public Interface,"org.mockito.internal.creation.instance.Instantiator",1,1,1,8,,0,0,0,3
Abstract Generic Method,"org.mockito.internal.creation.instance.Instantiator.newInstance",,,,4,0,,,0,1
TypeVariable,"org.mockito.internal.creation.instance.Instantiator.newInstance.T",0,0,0,0,,1,0,0,0
Public Class,"org.mockito.internal.creation.instance.InstantiatorProvider2Adapter",3,0,2,24,,1,50,2,19
Public Constructor,"org.mockito.internal.creation.instance.InstantiatorProvider2Adapter.InstantiatorProvider2Adapter",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.instance.InstantiatorProvider2Adapter.getInstantiator",,,,12,1,,,1,12
Anonymous Class,"org.mockito.internal.creation.instance.InstantiatorProvider2Adapter.getInstantiator.(Anon_1)",5,0,1,9,,1,0,2,9
Public Generic Method,"org.mockito.internal.creation.instance.InstantiatorProvider2Adapter.getInstantiator.(Anon_1).newInstance",,,,7,2,,,2,7
TypeVariable,"org.mockito.internal.creation.instance.InstantiatorProvider2Adapter.getInstantiator.(Anon_1).newInstance.T",0,0,0,0,,1,0,0,0
Public Class,"org.mockito.internal.creation.instance.InstantiatorProviderAdapter",3,0,2,24,,1,50,2,19
Public Constructor,"org.mockito.internal.creation.instance.InstantiatorProviderAdapter.InstantiatorProviderAdapter",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.instance.InstantiatorProviderAdapter.getInstantiator",,,,12,1,,,1,12
Anonymous Class,"org.mockito.internal.creation.instance.InstantiatorProviderAdapter.getInstantiator.(Anon_1)",5,0,1,9,,1,0,2,9
Public Generic Method,"org.mockito.internal.creation.instance.InstantiatorProviderAdapter.getInstantiator.(Anon_1).newInstance",,,,7,2,,,2,7
TypeVariable,"org.mockito.internal.creation.instance.InstantiatorProviderAdapter.getInstantiator.(Anon_1).newInstance.T",0,0,0,0,,1,0,0,0
Class,"org.mockito.internal.creation.instance.ObjenesisInstantiator",1,0,1,11,,1,0,1,6
Public Generic Method,"org.mockito.internal.creation.instance.ObjenesisInstantiator.newInstance",,,,3,1,,,1,3
TypeVariable,"org.mockito.internal.creation.instance.ObjenesisInstantiator.newInstance.T",0,0,0,0,,1,0,0,0
Package,"org.mockito.internal.creation.settings",,,,163,,,,23,132
Public Generic Class,"org.mockito.internal.creation.settings.CreationSettings",6,1,23,142,,1,91,23,118
Public Constructor,"org.mockito.internal.creation.settings.CreationSettings.CreationSettings",,,,1,1,,,1,1
Public Constructor,"org.mockito.internal.creation.settings.CreationSettings.CreationSettings",,,,16,1,,,1,16
TypeVariable,"org.mockito.internal.creation.settings.CreationSettings.T",0,0,0,0,,1,0,0,0
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getConstructorArgs",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getDefaultAnswer",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getExtraInterfaces",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getInvocationListeners",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getMockName",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getName",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getOuterClassInstance",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getSerializableMode",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getSpiedInstance",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getStubbingLookupListeners",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getTypeToMock",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.getVerificationStartedListeners",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.isLenient",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.isSerializable",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.isStripAnnotations",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.isStubOnly",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.isUsingConstructor",,,,3,1,,,1,3
Public Method,"org.mockito.internal.creation.settings.CreationSettings.setExtraInterfaces",,,,4,1,,,1,4
Public Method,"org.mockito.internal.creation.settings.CreationSettings.setMockName",,,,4,1,,,1,4
Public Method,"org.mockito.internal.creation.settings.CreationSettings.setSerializableMode",,,,4,1,,,1,4
Public Method,"org.mockito.internal.creation.settings.CreationSettings.setTypeToMock",,,,4,1,,,1,4
Package,"org.mockito.internal.creation.util",,,,19,,,,0,5
Public Interface,"org.mockito.internal.creation.util.MockitoMethodProxy",0,0,1,3,,0,0,0,3
Abstract Method,"org.mockito.internal.creation.util.MockitoMethodProxy.invokeSuper",,,,1,0,,,0,1
Package,"org.mockito.internal.debugging",,,,794,,,,81,532
Public Interface,"org.mockito.internal.debugging.FindingsListener",2,1,3,7,,0,0,0,5
Abstract Method,"org.mockito.internal.debugging.FindingsListener.foundStubCalledWithDifferentArgs",,,,1,0,,,0,1
Abstract Method,"org.mockito.internal.debugging.FindingsListener.foundUnstubbed",,,,1,0,,,0,1
Abstract Method,"org.mockito.internal.debugging.FindingsListener.foundUnusedStub",,,,1,0,,,0,1
Public Class,"org.mockito.internal.debugging.InvocationsPrinter",7,0,1,44,,1,0,7,36
Public Method,"org.mockito.internal.debugging.InvocationsPrinter.printInvocations",,,,38,7,,,7,34
Anonymous Class,"org.mockito.internal.debugging.InvocationsPrinter.printInvocations.(Anon_1)",1,0,1,4,,1,0,1,4
Public Method,"org.mockito.internal.debugging.InvocationsPrinter.printInvocations.(Anon_1).isOut",,,,3,1,,,1,3
Public Generic Class,"org.mockito.internal.debugging.Localized",2,0,3,18,,1,33,3,14
Public Constructor,"org.mockito.internal.debugging.Localized.Localized",,,,4,1,,,1,4
TypeVariable,"org.mockito.internal.debugging.Localized.T",0,0,0,0,,1,0,0,0
Public Method,"org.mockito.internal.debugging.Localized.getLocation",,,,3,1,,,1,3
Public Method,"org.mockito.internal.debugging.Localized.getObject",,,,3,1,,,1,3
Public Class,"org.mockito.internal.debugging.LocationImpl",1,0,5,36,,1,70,6,27
Public Constructor,"org.mockito.internal.debugging.LocationImpl.LocationImpl",,,,3,1,,,1,3
Public Constructor,"org.mockito.internal.debugging.LocationImpl.LocationImpl",,,,3,1,,,1,3
Public Constructor,"org.mockito.internal.debugging.LocationImpl.LocationImpl",,,,3,1,,,1,3
Private Constructor,"org.mockito.internal.debugging.LocationImpl.LocationImpl",,,,4,1,,,1,4
Public Method,"org.mockito.internal.debugging.LocationImpl.toString",,,,8,2,,,2,7
Public Class,"org.mockito.internal.debugging.LoggingListener",4,0,7,75,,1,71,13,57
Public Constructor,"org.mockito.internal.debugging.LoggingListener.LoggingListener",,,,3,1,,,1,3
Private Method,"org.mockito.internal.debugging.LoggingListener.addOrderedList",,,,5,2,,,2,5
Public Method,"org.mockito.internal.debugging.LoggingListener.foundStubCalledWithDifferentArgs",,,,12,1,,,1,6
Public Method,"org.mockito.internal.debugging.LoggingListener.foundUnstubbed",,,,5,2,,,2,5
Public Method,"org.mockito.internal.debugging.LoggingListener.foundUnusedStub",,,,3,1,,,1,3
Public Method,"org.mockito.internal.debugging.LoggingListener.getStubbingInfo",,,,30,5,,,5,26
Static Method,"org.mockito.internal.debugging.LoggingListener.indexOfNextPair",,,,3,1,,,1,3
Public Class,"org.mockito.internal.debugging.LoggingListenerTest",2,0,19,116,,2,0,7,81
Public Method,"org.mockito.internal.debugging.LoggingListenerTest.calculates_indexes_for_clean_output",,,,6,1,,,1,6
Public Method,"org.mockito.internal.debugging.LoggingListenerTest.hides_unstubbed",,,,10,1,,,1,5
Public Method,"org.mockito.internal.debugging.LoggingListenerTest.informs_about_unstubbed",,,,15,1,,,1,10
Public Method,"org.mockito.internal.debugging.LoggingListenerTest.informs_about_unused_stubs",,,,17,1,,,1,12
Public Method,"org.mockito.internal.debugging.LoggingListenerTest.informs_about_unused_stubs_due_arg_mismatch",,,,19,1,,,1,14
Public Method,"org.mockito.internal.debugging.LoggingListenerTest.informs_about_various_kinds_of_stubs",,,,26,1,,,1,21
Public Method,"org.mockito.internal.debugging.LoggingListenerTest.may_not_have_any_information",,,,7,1,,,1,4
Public Class,"org.mockito.internal.debugging.MockitoDebuggerImpl",6,0,3,46,,1,66,7,37
Private Method,"org.mockito.internal.debugging.MockitoDebuggerImpl.line",,,,3,1,,,1,3
Private Method,"org.mockito.internal.debugging.MockitoDebuggerImpl.print",,,,4,1,,,1,4
Public Method,"org.mockito.internal.debugging.MockitoDebuggerImpl.printInvocations",,,,31,5,,,5,26
Public Class,"org.mockito.internal.debugging.VerboseMockInvocationLogger",3,0,9,64,,1,66,13,45
Public Constructor,"org.mockito.internal.debugging.VerboseMockInvocationLogger.VerboseMockInvocationLogger",,,,3,1,,,1,3
Public Constructor,"org.mockito.internal.debugging.VerboseMockInvocationLogger.VerboseMockInvocationLogger",,,,3,1,,,1,3
Private Method,"org.mockito.internal.debugging.VerboseMockInvocationLogger.printFooter",,,,3,1,,,1,3
Private Method,"org.mockito.internal.debugging.VerboseMockInvocationLogger.printHeader",,,,4,1,,,1,4
Private Method,"org.mockito.internal.debugging.VerboseMockInvocationLogger.printInvocation",,,,5,1,,,1,4
Private Method,"org.mockito.internal.debugging.VerboseMockInvocationLogger.printReturnedValueOrThrowable",,,,9,4,,,4,9
Private Method,"org.mockito.internal.debugging.VerboseMockInvocationLogger.printStubInfo",,,,5,2,,,2,5
Private Method,"org.mockito.internal.debugging.VerboseMockInvocationLogger.printlnIndented",,,,3,1,,,1,3
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLogger.reportInvocation",,,,7,1,,,1,7
Public Class,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest",8,0,9,87,,1,58,9,63
Private Static Class,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.ThirdPartyException",0,0,0,3,,2,0,0,3
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.init_Listener",,,,4,1,,,1,4
Private Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.printed",,,,3,1,,,1,3
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_log_count_of_interactions",,,,11,1,,,1,8
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_if_method_has_not_been_stubbed",,,,5,1,,,1,4
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_invocation_with_exception",,,,10,1,,,1,7
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_invocation_with_return_value",,,,10,1,,,1,7
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_stubbed_info_if_available",,,,9,1,,,1,7
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_to_system_out",,,,3,1,,,1,3
Public Method,"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.tearDown",,,,3,1,,,1,3
Public Class,"org.mockito.internal.debugging.WarningsCollector",4,0,2,16,,1,0,2,12
Public Constructor,"org.mockito.internal.debugging.WarningsCollector.WarningsCollector",,,,3,1,,,1,3
Public Method,"org.mockito.internal.debugging.WarningsCollector.getWarnings",,,,7,1,,,1,6
Public Class,"org.mockito.internal.debugging.WarningsFinder",3,0,2,36,,1,0,7,31
Public Constructor,"org.mockito.internal.debugging.WarningsFinder.WarningsFinder",,,,4,1,,,1,4
Public Method,"org.mockito.internal.debugging.WarningsFinder.find",,,,26,6,,,6,23
Public Class,"org.mockito.internal.debugging.WarningsFinderTest",8,0,15,45,,2,33,3,26
Public Method,"org.mockito.internal.debugging.WarningsFinderTest.shouldPrintStubWasUsedWithDifferentArgs",,,,12,1,,,1,7
Public Method,"org.mockito.internal.debugging.WarningsFinderTest.shouldPrintUnstubbedInvocation",,,,11,1,,,1,6
Public Method,"org.mockito.internal.debugging.WarningsFinderTest.shouldPrintUnusedStub",,,,11,1,,,1,6
Public Class,"org.mockito.internal.debugging.WarningsPrinterImpl",2,0,3,20,,1,33,3,16
Public Constructor,"org.mockito.internal.debugging.WarningsPrinterImpl.WarningsPrinterImpl",,,,3,1,,,1,3
Constructor,"org.mockito.internal.debugging.WarningsPrinterImpl.WarningsPrinterImpl",,,,4,1,,,1,4
Public Method,"org.mockito.internal.debugging.WarningsPrinterImpl.print",,,,5,1,,,1,5
Package,"org.mockito.internal.exceptions",,,,1033,,,,110,881
Public Class,"org.mockito.internal.exceptions.ExceptionIncludingMockitoWarnings",0,0,1,7,,2,100,1,6
Public Constructor,"org.mockito.internal.exceptions.ExceptionIncludingMockitoWarnings.ExceptionIncludingMockitoWarnings",,,,3,1,,,1,3
Public Class,"org.mockito.internal.exceptions.Reporter",39,0,84,880,,1,95,99,772
Private Constructor,"org.mockito.internal.exceptions.Reporter.Reporter",,,,2,1,,,1,2
Public Static Method,"org.mockito.internal.exceptions.Reporter.argumentsAreDifferent",,,,12,1,,,1,11
Public Static Method,"org.mockito.internal.exceptions.Reporter.atMostAndNeverShouldNotBeUsedWithTimeout",,,,10,1,,,1,10
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotCallAbstractRealMethod",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotCreateTimerWithNegativeDurationTime",,,,10,1,,,1,10
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotInitializeForInjectMocksAnnotation",,,,9,1,,,1,9
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotInitializeForSpyAnnotation",,,,10,1,,,1,10
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotInjectDependency",,,,9,1,,,1,9
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotMockClass",,,,7,1,,,1,7
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotStubVoidMethodWithAReturnValue",,,,19,1,,,1,19
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotStubWithNullThrowable",,,,6,1,,,1,5
Public Static Method,"org.mockito.internal.exceptions.Reporter.cannotVerifyToString",,,,9,1,,,1,9
Public Static Method,"org.mockito.internal.exceptions.Reporter.checkedExceptionInvalid",,,,6,1,,,1,6
Private Static Method,"org.mockito.internal.exceptions.Reporter.createAllLocationsMessage",,,,10,3,,,3,10
Private Static Method,"org.mockito.internal.exceptions.Reporter.createTooLittleInvocationsMessage",,,,11,3,,,3,11
Private Static Method,"org.mockito.internal.exceptions.Reporter.createTooManyInvocationsMessage",,,,11,1,,,1,11
Private Static Method,"org.mockito.internal.exceptions.Reporter.createWantedButNotInvokedMessage",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.defaultAnswerDoesNotAcceptNullParameter",,,,3,1,,,1,3
Public Static Method,"org.mockito.internal.exceptions.Reporter.delegatedMethodDoesNotExistOnDelegate",,,,9,1,,,1,9
Public Static Method,"org.mockito.internal.exceptions.Reporter.delegatedMethodHasWrongReturnType",,,,9,1,,,1,9
Private Static Method,"org.mockito.internal.exceptions.Reporter.exceptionCauseMessageIfAvailable",,,,6,2,,,2,6
Public Static Method,"org.mockito.internal.exceptions.Reporter.extraInterfacesAcceptsOnlyInterfaces",,,,6,1,,,1,6
Public Static Method,"org.mockito.internal.exceptions.Reporter.extraInterfacesCannotContainMockedType",,,,7,1,,,1,7
Public Static Method,"org.mockito.internal.exceptions.Reporter.extraInterfacesDoesNotAcceptNullParameters",,,,5,1,,,1,5
Public Static Method,"org.mockito.internal.exceptions.Reporter.extraInterfacesRequiresAtLeastOneInterface",,,,5,1,,,1,5
Public Static Method,"org.mockito.internal.exceptions.Reporter.fieldInitialisationThrewException",,,,8,1,,,1,7
Public Static Method,"org.mockito.internal.exceptions.Reporter.formatUnncessaryStubbingException",,,,17,3,,,3,16
Public Static Method,"org.mockito.internal.exceptions.Reporter.inOrderRequiresFamiliarMock",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.incorrectUseOfAdditionalMatchers",,,,20,1,,,1,20
Public Static Method,"org.mockito.internal.exceptions.Reporter.incorrectUseOfApi",,,,12,1,,,1,12
Public Static Method,"org.mockito.internal.exceptions.Reporter.invalidArgumentPositionRangeAtInvocationTime",,,,13,2,,,2,13
Public Static Method,"org.mockito.internal.exceptions.Reporter.invalidArgumentRangeAtIdentityAnswerCreationTime",,,,7,1,,,1,7
Public Static Method,"org.mockito.internal.exceptions.Reporter.invalidUseOfMatchers",,,,18,1,,,1,18
Public Static Method,"org.mockito.internal.exceptions.Reporter.invocationListenerThrewException",,,,5,1,,,1,5
Public Static Method,"org.mockito.internal.exceptions.Reporter.invocationListenersRequiresAtLeastOneListener",,,,3,1,,,1,3
Private Static Method,"org.mockito.internal.exceptions.Reporter.locationsOf",,,,6,2,,,2,6
Public Static Method,"org.mockito.internal.exceptions.Reporter.methodDoesNotAcceptParameter",,,,3,1,,,1,3
Public Static Method,"org.mockito.internal.exceptions.Reporter.misplacedArgumentMatcher",,,,23,1,,,1,23
Public Static Method,"org.mockito.internal.exceptions.Reporter.missingMethodInvocation",,,,14,1,,,1,14
Public Static Method,"org.mockito.internal.exceptions.Reporter.mockedTypeIsInconsistentWithDelegatedInstanceType",,,,10,1,,,1,10
Public Static Method,"org.mockito.internal.exceptions.Reporter.mockedTypeIsInconsistentWithSpiedInstanceType",,,,10,1,,,1,10
Public Static Method,"org.mockito.internal.exceptions.Reporter.mocksHaveToBePassedToVerifyNoMoreInteractions",,,,9,1,,,1,9
Public Static Method,"org.mockito.internal.exceptions.Reporter.mocksHaveToBePassedWhenCreatingInOrder",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.moreThanOneAnnotationNotAllowed",,,,5,1,,,1,5
Public Static Method,"org.mockito.internal.exceptions.Reporter.neverWantedButInvoked",,,,9,1,,,1,9
Public Static Method,"org.mockito.internal.exceptions.Reporter.noArgumentValueWasCaptured",,,,14,1,,,1,14
Public Static Method,"org.mockito.internal.exceptions.Reporter.noMoreInteractionsWanted",,,,12,1,,,1,11
Public Static Method,"org.mockito.internal.exceptions.Reporter.noMoreInteractionsWantedInOrder",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.notAMockPassedToVerify",,,,10,1,,,1,10
Public Static Method,"org.mockito.internal.exceptions.Reporter.notAMockPassedToVerifyNoMoreInteractions",,,,9,1,,,1,9
Public Static Method,"org.mockito.internal.exceptions.Reporter.notAMockPassedToWhenMethod",,,,7,1,,,1,7
Public Static Method,"org.mockito.internal.exceptions.Reporter.notAMockPassedWhenCreatingInOrder",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.notAnException",,,,5,1,,,1,5
Public Static Method,"org.mockito.internal.exceptions.Reporter.nullPassedToVerify",,,,11,1,,,1,11
Public Static Method,"org.mockito.internal.exceptions.Reporter.nullPassedToVerifyNoMoreInteractions",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.nullPassedToWhenMethod",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.nullPassedWhenCreatingInOrder",,,,8,1,,,1,8
Public Static Method,"org.mockito.internal.exceptions.Reporter.onlyVoidMethodsCanBeSetToDoNothing",,,,11,1,,,1,11
Private Static Method,"org.mockito.internal.exceptions.Reporter.possibleArgumentTypesOf",,,,18,4,,,4,16
Public Static Method,"org.mockito.internal.exceptions.Reporter.potentialStubbingProblem",,,,26,2,,,2,25
Public Static Method,"org.mockito.internal.exceptions.Reporter.redundantMockitoListener",,,,9,1,,,1,9
Public Static Method,"org.mockito.internal.exceptions.Reporter.reportNoSubMatchersFound",,,,7,1,,,1,7
Private Static Method,"org.mockito.internal.exceptions.Reporter.safelyGetMockName",,,,3,1,,,1,3
Public Static Method,"org.mockito.internal.exceptions.Reporter.serializableWontWorkForObjectsThatDontImplementSerializable",,,,11,1,,,1,11
Public Static Method,"org.mockito.internal.exceptions.Reporter.smartNullPointerException",,,,10,1,,,1,10
Public Static Method,"org.mockito.internal.exceptions.Reporter.spyAndDelegateAreMutuallyExclusive",,,,5,1,,,1,5
Public Static Method,"org.mockito.internal.exceptions.Reporter.stubPassedToVerify",,,,6,1,,,1,6
Public Static Method,"org.mockito.internal.exceptions.Reporter.tooLittleActualInvocations",,,,5,1,,,1,4
Public Static Method,"org.mockito.internal.exceptions.Reporter.tooLittleActualInvocationsInOrder",,,,7,1,,,1,6
Public Static Method,"org.mockito.internal.exceptions.Reporter.tooManyActualInvocations",,,,4,1,,,1,4
Public Static Method,"org.mockito.internal.exceptions.Reporter.tooManyActualInvocationsInOrder",,,,6,1,,,1,6
Public Static Method,"org.mockito.internal.exceptions.Reporter.unfinishedMockingSession",,,,6,1,,,1,6
Public Static Method,"org.mockito.internal.exceptions.Reporter.unfinishedStubbing",,,,17,1,,,1,17
Public Static Method,"org.mockito.internal.exceptions.Reporter.unfinishedVerificationException",,,,14,1,,,1,14
Public Static Method,"org.mockito.internal.exceptions.Reporter.unncessaryStubbingException",,,,3,1,,,1,3
Public Static Method,"org.mockito.internal.exceptions.Reporter.unsupportedCombinationOfAnnotations",,,,4,1,,,1,4
Public Static Method,"org.mockito.internal.exceptions.Reporter.usingConstructorWithFancySerializable",,,,3,1,,,1,3
Public Static Method,"org.mockito.internal.exceptions.Reporter.wantedAtMostX",,,,3,1,,,1,3
Public Static Method,"org.mockito.internal.exceptions.Reporter.wantedButNotInvoked",,,,3,1,,,1,3
Public Static Method,"org.mockito.internal.exceptions.Reporter.wantedButNotInvoked",,,,19,3,,,3,18
Public Static Method,"org.mockito.internal.exceptions.Reporter.wantedButNotInvokedInOrder",,,,12,1,,,1,12
Public Static Method,"org.mockito.internal.exceptions.Reporter.wrongTypeOfArgumentToReturn",,,,21,1,,,1,21
Public Static Method,"org.mockito.internal.exceptions.Reporter.wrongTypeOfReturnValue",,,,14,1,,,1,14
Public Static Method,"org.mockito.internal.exceptions.Reporter.wrongTypeReturnedByDefaultAnswer",,,,10,1,,,1,10
Public Class,"org.mockito.internal.exceptions.ReporterTest",13,0,22,61,,2,0,10,50
Public Method,"org.mockito.internal.exceptions.ReporterTest.can_use_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_no_more_interaction_wanted",,,,4,1,,,1,4
Public Method,"org.mockito.internal.exceptions.ReporterTest.can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_delegate_method_dont_exists",,,,5,1,,,1,5
Public Method,"org.mockito.internal.exceptions.ReporterTest.can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_delegate_method_has_wrong_return_type",,,,5,1,,,1,5
Public Method,"org.mockito.internal.exceptions.ReporterTest.can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_injection_failure",,,,4,1,,,1,4
Public Method,"org.mockito.internal.exceptions.ReporterTest.can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_invalid_argument_position",,,,4,1,,,1,4
Public Method,"org.mockito.internal.exceptions.ReporterTest.can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_no_more_interaction_wanted_in_order",,,,4,1,,,1,4
Public Method,"org.mockito.internal.exceptions.ReporterTest.can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_wrong_argument_to_return",,,,4,1,,,1,4
Public Method,"org.mockito.internal.exceptions.ReporterTest.should_let_passing_null_last_actual_stack_trace",,,,3,1,,,1,3
Public Method,"org.mockito.internal.exceptions.ReporterTest.should_throw_correct_exception_for_null_invocation_listener",,,,3,1,,,1,3
Private Method,"org.mockito.internal.exceptions.ReporterTest.someField",,,,3,1,,,1,3
Public Interface,"org.mockito.internal.exceptions.VerificationAwareInvocation",0,1,3,5,,1,0,0,3
Abstract Method,"org.mockito.internal.exceptions.VerificationAwareInvocation.isVerified",,,,1,0,,,0,1
Package,"org.mockito.internal.exceptions.stacktrace",,,,336,,,,25,216
Public Class,"org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter",3,0,1,14,,1,33,2,12
Public Method,"org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter.filter",,,,7,2,,,2,7
