Kind,Name,CountClassCoupled,CountLineCode,Cyclomatic,SumCyclomatic,MaxInheritanceTree,PercentLackOfCohesion
Private Method,"org.apache.tools.ant.taskdefs.optional.i18n.Translate.translateOneFile",,51,8,8,,
Public Class,"org.apache.tools.ant.taskdefs.optional.i18n.TranslateTest",2,40,,8,1,44
Private Method,"org.apache.tools.ant.taskdefs.optional.i18n.TranslateTest.compareFiles",,23,6,6,,
Public Method,"org.apache.tools.ant.taskdefs.optional.i18n.TranslateTest.setUp",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.i18n.TranslateTest.test1",,6,1,1,,
Package,"org.apache.tools.ant.taskdefs.optional.image",,286,,53,,
Public Class,"org.apache.tools.ant.taskdefs.optional.image.Image",15,176,,46,4,83
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.add",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.add",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.addDraw",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.addFileset",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.addImageOperation",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.addRotate",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.addScale",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.createMapper",,8,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.execute",,25,8,8,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.processDir",,33,8,8,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.processFile",,4,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.processFile",,40,8,8,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.setDestDir",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.setEncoding",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.setFailOnError",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.setGc",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.setOverwrite",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.Image.setSrcdir",,3,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.image.Image.validateAttributes",,14,5,5,,
Public Class,"org.apache.tools.ant.taskdefs.optional.image.ImageTest",3,70,,7,1,53
Public Method,"org.apache.tools.ant.taskdefs.optional.image.ImageTest.setUp",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.ImageTest.testEchoToLog",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.ImageTest.testFailOnError",,10,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.ImageTest.testOverwriteFalse",,11,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.ImageTest.testOverwriteTrue",,13,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.ImageTest.testSimpleScale",,6,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.image.ImageTest.testSimpleScaleWithMapper",,6,1,1,,
Package,"org.apache.tools.ant.taskdefs.optional.j2ee",,380,,81,,
Public Abstract Class,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool",4,57,,16,1,76
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.createClasspath",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.getClasspath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.getPassword",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.getServer",,3,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.getTask",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.getUserName",,3,1,1,,
Protected Abstract Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.isActionValid",,1,0,0,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.setClasspath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.setPassword",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.setServer",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.setTask",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.setUserName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.validateAttributes",,11,4,4,,
Public Class,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool",4,44,,10,2,62
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.createArg",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.createJvmarg",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.deploy",,7,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.getClassName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.getJava",,3,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.isActionValid",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.setClassName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.setTask",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.validateAttributes",,6,2,2,,
Public Interface,"org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool",2,10,,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool.deploy",,1,0,0,,
Abstract Method,"org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool.setTask",,1,0,0,,
Abstract Method,"org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool.validateAttributes",,1,0,0,,
Public Class,"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool",6,101,,22,3,75
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool.getClasspath",,14,3,3,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool.isActionValid",,9,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool.setDavidhost",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool.setDavidport",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool.setJonasroot",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool.setOrb",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool.validateAttributes",,53,12,12,,
Public Class,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy",6,36,,9,3,66
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.addGeneric",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.addJonas",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.addWeblogic",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.execute",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.getAction",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.getSource",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.setAction",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.setSource",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool",4,109,,24,2,83
Protected Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.buildArgsPrefix",,15,4,4,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.buildDeployArgs",,10,2,2,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.buildListArgs",,4,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.buildUndeployArgs",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.deploy",,9,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.getArguments",,13,4,4,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.isActionValid",,9,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.setApplication",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.setComponent",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.setDebug",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.validateAttributes",,22,5,5,,
Package,"org.apache.tools.ant.taskdefs.optional.javacc",,642,,137,,
Public Class,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc",10,110,,20,3,81
Public Constructor,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.JJDoc",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.createOutputFileName",,30,6,6,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.execute",,43,6,7,,
Lambda Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.execute.(lambda_expr_1)",,2,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.setJavacchome",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.setMaxmemory",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.setOnetable",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.setOutputfile",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.setTarget",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.setText",,4,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree",10,207,,42,3,91
Public Constructor,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.JJTree",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.createOutputFileName",,28,6,6,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.execute",,59,8,9,,
Lambda Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.execute.(lambda_expr_1)",,2,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.getDefaultOutputDirectory",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.getRoot",,7,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.makeOutputFileRelative",,16,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setBuildnodefiles",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setJavacchome",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setMaxmemory",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setMulti",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setNodedefaultvoid",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setNodefactory",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setNodepackage",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setNodeprefix",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setNodescopehook",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setNodeusesparser",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setOutputdirectory",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setOutputfile",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setStatic",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setTarget",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setVisitor",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.setVisitorException",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javacc.JJTree.validateOutputFile",,20,4,4,,
Public Class,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC",9,283,,75,3,95
Public Constructor,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.JavaCC",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.execute",,32,5,6,,
Lambda Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.execute.(lambda_expr_1)",,2,1,1,,
Protected Static Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.getArchiveFile",,4,1,1,,
Private Static Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.getArchiveLocationIndex",,15,4,4,,
Protected Static Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.getMainClass",,64,13,13,,
Protected Static Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.getMainClass",,7,1,1,,
Protected Static Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.getMajorVersionNumber",,5,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.getOutputJavaFile",,17,4,4,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setBuildparser",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setBuildtokenmanager",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setCachetokens",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setChoiceambiguitycheck",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setCommontokenaction",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setDebuglookahead",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setDebugparser",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setDebugtokenmanager",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setErrorreporting",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setForcelacheck",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setIgnorecase",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setJDKversion",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setJavacchome",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setJavaunicodeescape",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setKeeplinecolumn",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setLookahead",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setMaxmemory",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setOptimizetokenmanager",,4,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setOtherambiguityCheck",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setOutputdirectory",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setSanitycheck",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setStatic",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setTarget",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setUnicodeinput",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setUsercharstream",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC.setUsertokenmanager",,3,2,2,,
Package,"org.apache.tools.ant.taskdefs.optional.javah",,280,,50,,
Public Class,"org.apache.tools.ant.taskdefs.optional.javah.ForkingJavah",9,25,,2,1,100
Public Method,"org.apache.tools.ant.taskdefs.optional.javah.ForkingJavah.compile",,21,2,2,,
Public Class,"org.apache.tools.ant.taskdefs.optional.javah.Gcjh",8,45,,10,1,100
Public Method,"org.apache.tools.ant.taskdefs.optional.javah.Gcjh.compile",,12,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javah.Gcjh.setupGcjhCommand",,30,7,7,,
Public Interface,"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapter",2,3,,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapter.compile",,1,0,0,,
Public Class,"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory",11,53,,13,1,0
Public Static Method,"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory.getAdapter",,5,1,1,,
Public Static Method,"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory.getAdapter",,30,7,7,,
Public Static Method,"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory.getDefault",,9,3,3,,
Private Static Method,"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory.resolveClassName",,7,2,2,,
Public Class,"org.apache.tools.ant.taskdefs.optional.javah.Kaffeh",8,45,,10,1,100
Public Method,"org.apache.tools.ant.taskdefs.optional.javah.Kaffeh.compile",,12,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.optional.javah.Kaffeh.setupKaffehCommand",,30,7,7,,
Public Class,"org.apache.tools.ant.taskdefs.optional.javah.SunJavah",8,69,,15,1,100
Public Method,"org.apache.tools.ant.taskdefs.optional.javah.SunJavah.compile",,22,4,4,,
Static Method,"org.apache.tools.ant.taskdefs.optional.javah.SunJavah.setupJavahCommand",,43,11,11,,
Package,"org.apache.tools.ant.taskdefs.optional.jdepend",,400,,79,,
Public Class,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask",15,324,,71,3,93
Public Static Class,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.FormatAttribute",0,7,,1,2,0
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.FormatAttribute.getValues",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.addClasspathEntry",,16,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createClassespath",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createClasspath",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createExclude",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createJvmarg",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createSourcespath",,6,2,2,,
Protected Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createWatchdog",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.execute",,37,11,11,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.executeAsForked",,53,8,11,,
Lambda Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.executeAsForked.(lambda_expr_1)",,11,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.executeInVM",,75,9,13,,
Lambda Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.executeInVM.(lambda_expr_1)",,22,4,4,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getClassespath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getClasspath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getDir",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getExcludes",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getFork",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getHaltonerror",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getOutputFile",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getSourcespath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getTimeout",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getWorkingPath",,9,2,3,,
Lambda Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.getWorkingPath.(lambda_expr_1)",,1,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setClasspath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setClasspathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setDir",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setFork",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setFormat",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setHaltonerror",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setIncluderuntime",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setJvm",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setOutputFile",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.setTimeout",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTest",1,41,,7,1,0
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTest.setUp",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTest.testFork",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTest.testForkXml",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTest.testSimple",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTest.testTimeout",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTest.testTimeoutNot",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTest.testXml",,4,1,1,,
Package,"org.apache.tools.ant.taskdefs.optional.jlink",,385,,86,,
Public Class,"org.apache.tools.ant.taskdefs.optional.jlink.ClassNameReader",1,17,,2,1,0
Public Static Method,"org.apache.tools.ant.taskdefs.optional.jlink.ClassNameReader.getClassName",,14,2,2,,
Class,"org.apache.tools.ant.taskdefs.optional.jlink.ConstantPool",0,50,,14,1,0
Constructor,"org.apache.tools.ant.taskdefs.optional.jlink.ConstantPool.ConstantPool",,42,14,14,,
Public Class,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask",5,76,,19,4,70
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.createAddfiles",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.createMergefiles",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.execute",,28,6,6,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveAddFiles",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveEntries",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveMergeFiles",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setAddfiles",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setCompress",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setMergefiles",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setOutfile",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.optional.jlink.jlink",1,215,,51,1,89
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addAddFile",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addAddFiles",,8,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addDirContents",,11,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addFile",,13,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addMergeFile",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addMergeFiles",,8,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addToOutputStream",,15,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.calcChecksum",,4,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.calcChecksum",,10,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.getEntryName",,16,4,4,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.link",,28,6,6,,
Public Static Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.main",,16,4,4,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.mergeZipJarContents",,31,7,7,,
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.processEntry",,25,5,5,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.setCompression",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.setOutfile",,6,2,2,,
Package,"org.apache.tools.ant.taskdefs.optional.jsp",,573,,122,,
Public Class,"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler",0,39,,9,1,0
Private Static Method,"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler.mangleChar",,13,3,3,,
