Kind,Name,CountClassCoupled,CountLineCode,Cyclomatic,SumCyclomatic,MaxInheritanceTree,PercentLackOfCohesion
Private Static Method,"org.apache.tools.ant.taskdefs.Javac.resolveModuleSourcePathElement",,9,2,2,,
Protected Method,"org.apache.tools.ant.taskdefs.Javac.scanDir",,19,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setBootClasspathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setBootclasspath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setClasspath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setClasspathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setCompiler",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setCreateMissingPackageInfoClass",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setDebug",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setDebugLevel",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setDepend",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setDeprecation",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setDestdir",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setEncoding",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setErrorProperty",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setExecutable",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setExtdirs",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setFailonerror",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setFork",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setIncludeDestClasses",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setIncludeantruntime",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setIncludejavaruntime",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setListfiles",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setMemoryInitialSize",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setMemoryMaximumSize",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setModulepath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setModulepathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setModulesourcepath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setModulesourcepathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setNativeHeaderDir",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setNowarn",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setOptimize",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setProceed",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setRelease",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setSource",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setSourcepath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setSourcepathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setSrcdir",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setTarget",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setTempdir",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setUpdatedProperty",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setUpgrademodulepath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setUpgrademodulepathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javac.setVerbose",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.JavacTest",11,210,,19,1,13
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.setUp",,6,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testCompilerAdapter",,9,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testCompilerArg",,32,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testCompilerArgForForkAndExtJavac",,12,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testCompilerAttribute",,38,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testForkedExecutableName",,18,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testModulesourcepath",,16,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testModulesourcepathAndSourcepathForbidden",,9,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testModulesourcepathAndSrcDirForbidden",,9,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testModulesourcepathOrSrcDirRequired",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testModulesourcepathRequiresDestdir",,6,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testSourceNoDefault",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testSourceOverridesDefault",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testSourceWithDefault",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testSrcDir",,6,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testTargetNoDefault",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testTargetOverridesDefault",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavacTest.testTargetWithDefault",,4,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Javadoc",34,1353,,247,3,97
Public Static Class,"org.apache.tools.ant.taskdefs.Javadoc.AccessType",0,6,,1,2,0
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.AccessType.getValues",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Javadoc.DocletInfo",1,11,,2,3,0
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.DocletInfo.createParam",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.DocletInfo.getParams",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Javadoc.DocletParam",0,16,,4,1,50
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.DocletParam.getName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.DocletParam.getValue",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.DocletParam.setName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.DocletParam.setValue",,3,1,1,,
Public Static Class,"org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo",2,29,,8,2,58
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo.createPath",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo.getName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo.getPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo.setName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo.setPath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo.setPathRef",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Javadoc.GroupArgument",2,31,,8,1,66
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.GroupArgument.addPackage",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.GroupArgument.addTitle",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.GroupArgument.getPackages",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.GroupArgument.getTitle",,3,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.GroupArgument.setPackages",,9,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.GroupArgument.setTitle",,5,1,1,,
Public Static Class,"org.apache.tools.ant.taskdefs.Javadoc.Html",0,9,,2,1,0
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.Html.addText",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.Html.getText",,3,1,1,,
Private Class,"org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream",2,39,,10,4,50
Constructor,"org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream.JavadocOutputStream",,3,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream.logFlush",,6,2,2,,
Protected Method,"org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream.processLine",,22,6,6,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream.sawWarnings",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument",0,39,,11,1,81
Public Constructor,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.LinkArgument",,2,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.getHref",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.getPackagelistLoc",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.getPackagelistURL",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.isLinkOffline",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.setHref",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.setOffline",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.setPackagelistLoc",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.setPackagelistURL",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.setResolveLink",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument.shouldResolveLink",,3,1,1,,
Public Static Class,"org.apache.tools.ant.taskdefs.Javadoc.PackageName",0,13,,3,1,33
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.PackageName.getName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.PackageName.setName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.PackageName.toString",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Javadoc.ResourceCollectionContainer",1,11,,2,1,0
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.ResourceCollectionContainer.add",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.ResourceCollectionContainer.iterator",,3,1,1,,
Public Static Class,"org.apache.tools.ant.taskdefs.Javadoc.SourceFile",0,14,,4,1,25
Public Constructor,"org.apache.tools.ant.taskdefs.Javadoc.SourceFile.SourceFile",,2,1,1,,
Public Constructor,"org.apache.tools.ant.taskdefs.Javadoc.SourceFile.SourceFile",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.SourceFile.getFile",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.SourceFile.setFile",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Javadoc.TagArgument",3,79,,22,5,60
Public Constructor,"org.apache.tools.ant.taskdefs.Javadoc.TagArgument.TagArgument",,2,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.TagArgument.getParameter",,13,6,6,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.TagArgument.setEnabled",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.TagArgument.setName",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.TagArgument.setScope",,53,13,13,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.addArgIf",,5,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.addArgIfNotEmpty",,9,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addBottom",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addDoctitle",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addExcludePackage",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addFileset",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addFooter",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addHeader",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addPackage",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addPackageset",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addSource",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.addSourceFiles",,22,7,7,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.addTaglet",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.checkPackageAndSourcePath",,7,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.checkPackages",,6,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.checkPackagesToDoc",,8,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.checkTaskName",,7,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.containsWhitespace",,8,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createArg",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createBootclasspath",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createClasspath",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createDoclet",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createGroup",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createLink",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createSourceFiles",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createSourcepath",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.createTag",,5,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doBootPath",,11,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doDocFilesSubDirs",,9,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doDoclet",,25,8,8,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doGroup",,16,4,4,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doGroups",,13,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doJava14",,55,12,13,,
Lambda Method,"org.apache.tools.ant.taskdefs.Javadoc.doJava14.(for_loop_7).(for_loop_8).(lambda_expr_1)",,4,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doLinks",,71,14,14,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doSourceAndPackageNames",,34,7,7,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.doSourcePath",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.execute",,96,14,14,,
Protected Method,"org.apache.tools.ant.taskdefs.Javadoc.expand",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.fixLineFeeds",,4,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.generalJavadocArguments",,36,10,10,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.parsePackages",,65,11,16,,
Lambda Method,"org.apache.tools.ant.taskdefs.Javadoc.parsePackages.(for_loop_16).(for_loop_17).(lambda_expr_5)",,3,1,1,,
Lambda Method,"org.apache.tools.ant.taskdefs.Javadoc.parsePackages.(lambda_expr_1)",,1,1,1,,
Lambda Method,"org.apache.tools.ant.taskdefs.Javadoc.parsePackages.(lambda_expr_2)",,1,1,1,,
Lambda Method,"org.apache.tools.ant.taskdefs.Javadoc.parsePackages.(lambda_expr_3)",,1,1,1,,
Lambda Method,"org.apache.tools.ant.taskdefs.Javadoc.parsePackages.(lambda_expr_4)",,1,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.patchContent",,8,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.postProcess",,21,4,4,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.postProcessGeneratedJavadocs",,41,6,6,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.quoteString",,10,3,3,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.quoteString",,36,7,7,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setAccess",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setAdditionalparam",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setAuthor",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setBootClasspathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setBootclasspath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setBottom",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setBreakiterator",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setCharset",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setClasspath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setClasspathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setDefaultexcludes",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setDestdir",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setDocFilesSubDirs",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setDocencoding",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setDoclet",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setDocletPath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setDocletPathRef",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setDoctitle",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setEncoding",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setExcludeDocFilesSubDir",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setExcludePackageNames",,9,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setExecutable",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setExtdirs",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setExtdirs",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setFailonerror",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setFailonwarning",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setFooter",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setGroup",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setHeader",,5,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setHelpfile",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setIncludeNoSourcePackages",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setLink",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setLinkoffline",,16,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setLinksource",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setLocale",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setMaxmemory",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setNodeprecated",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setNodeprecatedlist",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setNohelp",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setNoindex",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setNonavbar",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setNoqualifier",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setNotree",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setOld",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setOverview",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setPackage",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setPackageList",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setPackagenames",,9,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setPostProcessGeneratedJavadocs",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setPrivate",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setProtected",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setPublic",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setSerialwarn",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setSource",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setSourcefiles",,9,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setSourcepath",,7,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setSourcepathRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setSplitindex",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setStylesheetfile",,4,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setUse",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setUseExternalFile",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setVerbose",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setVersion",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.Javadoc.setWindowtitle",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.Javadoc.writeExternalArgs",,32,6,6,,
Public Class,"org.apache.tools.ant.taskdefs.JavadocTest",1,72,,17,1,0
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.setUp",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testDirsetPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testDirsetPathWithoutPackagenames",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testDoublyNestedFileset",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testDoublyNestedFilesetNoPatterns",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testFilelistPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testFilesetPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testNestedDirsetPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testNestedFilelistPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testNestedFilesetNoPatterns",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testNestedFilesetPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testNestedFilesetRef",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testNestedFilesetRefInPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testNestedSource",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testNonJavaIncludes",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testPathelementLocationPath",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JavadocTest.testPathelementPath",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Jikes",5,64,,8,1,12
Protected Constructor,"org.apache.tools.ant.taskdefs.Jikes.Jikes",,11,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.Jikes.compile",,47,7,7,,
Public Class,"org.apache.tools.ant.taskdefs.JikesOutputParser",2,76,,22,1,85
Protected Constructor,"org.apache.tools.ant.taskdefs.JikesOutputParser.JikesOutputParser",,10,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.getErrorFlag",,3,1,1,,
Private Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.log",,6,4,4,,
Private Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.parseEmacsOutput",,3,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.parseOutput",,7,2,2,,
Private Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.parseStandardOutput",,20,6,6,,
Private Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.setError",,6,2,2,,
Public Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.setProcessErrorStream",,2,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.setProcessInputStream",,2,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.setProcessOutputStream",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.start",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.JikesOutputParser.stop",,2,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.KeySubst",4,96,,16,3,71
Public Method,"org.apache.tools.ant.taskdefs.KeySubst.execute",,34,5,5,,
Public Static Method,"org.apache.tools.ant.taskdefs.KeySubst.main",,11,2,2,,
Public Static Method,"org.apache.tools.ant.taskdefs.KeySubst.replace",,22,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.KeySubst.setDest",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.KeySubst.setKeys",,14,3,3,,
Public Method,"org.apache.tools.ant.taskdefs.KeySubst.setSep",,3,1,1,,
Public Method,"org.apache.tools.ant.taskdefs.KeySubst.setSrc",,3,1,1,,
Public Class,"org.apache.tools.ant.taskdefs.Length",17,200,,35,3,83
Private Class,"org.apache.tools.ant.taskdefs.Length.AccumHandler",2,21,,5,2,50
Constructor,"org.apache.tools.ant.taskdefs.Length.AccumHandler.AccumHandler",,3,1,1,,
Protected Constructor,"org.apache.tools.ant.taskdefs.Length.AccumHandler.AccumHandler",,3,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.Length.AccumHandler.getAccum",,3,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.Length.AccumHandler.handle",,8,2,2,,
Private Class,"org.apache.tools.ant.taskdefs.Length.AllHandler",0,10,,2,3,0
Constructor,"org.apache.tools.ant.taskdefs.Length.AllHandler.AllHandler",,3,1,1,,
Method,"org.apache.tools.ant.taskdefs.Length.AllHandler.complete",,4,1,1,,
Private Class,"org.apache.tools.ant.taskdefs.Length.EachHandler",1,16,,3,2,0
Constructor,"org.apache.tools.ant.taskdefs.Length.EachHandler.EachHandler",,3,1,1,,
Protected Method,"org.apache.tools.ant.taskdefs.Length.EachHandler.handle",,10,2,2,,
Public Static Class,"org.apache.tools.ant.taskdefs.Length.FileMode",1,7,,1,2,0
